Ax,Ay,Az,Gx,Gy,Gz,Mx,My,MZ,Roll,Pitch,Yaw,Time
0.51,-0.74,-0.19,79.64,-40.38,7.24,3.81,-58.89,-27.54,-0.94,-0.58,-1.66,0.0242
0.58,-0.68,-0.17,97.13,-116.42,11.65,4.1,-59.18,-26.95,-0.85,-0.69,-1.73,0.0246
0.71,-1.22,-0.13,166.85,-46.06,64.09,5.57,-57.71,-25.2,-1.04,-0.52,-1.62,0.025
0.35,-0.68,-0.0,-55.25,-106.38,-58.64,4.39,-58.01,-28.42,-1.09,-0.48,-1.56,0.0254
0.07,-0.99,-0.48,41.03,-37.29,87.75,5.27,-56.54,-27.25,-1.11,-0.06,-1.19,0.0258
0.3,-0.94,-0.25,110.34,53.35,166.99,6.74,-52.73,-26.37,-1.18,-0.29,-1.37,0.0262
0.28,-1.51,-0.22,92.62,-53.89,161.18,6.74,-50.68,-26.07,-1.34,-0.18,-1.26,0.0266
0.3,-0.77,-0.14,99.98,-82.61,134.14,7.03,-49.8,-24.32,-1.17,-0.36,-1.44,0.0271
-0.21,-0.71,0.17,120.68,-48.45,116.69,6.74,-47.75,-21.09,-1.2,0.29,-0.87,0.0275
0.07,-0.33,0.5,94.64,-61.64,124.99,5.57,-46.88,-17.58,-0.58,-0.12,-1.35,0.0279
-0.45,-0.79,0.71,-37.47,-66.49,-133.36,4.98,-48.63,-17.58,-0.75,0.4,-0.94,0.0283
0.41,-0.59,0.46,-62.36,-12.9,-133.13,6.45,-52.73,-19.34,-0.77,-0.5,-1.59,0.0287
-0.65,-0.53,0.48,-137.06,-152.62,-250.0,7.32,-51.86,-22.56,-0.58,0.74,-0.59,0.0291
-0.09,-0.62,-0.1,-160.84,54.15,99.62,7.62,-50.1,-25.49,-1.35,0.14,-0.95,0.0295
-0.0,-1.53,-0.12,-57.66,9.22,16.13,6.45,-48.63,-27.54,-1.49,0.0,-1.05,0.0299
0.0,-1.13,-0.2,-38.26,12.61,2.78,6.45,-48.93,-28.42,-1.39,-0.0,-1.04,0.0303
0.27,-1.15,-0.17,-5.41,12.05,33.81,6.74,-48.63,-29.0,-1.3,-0.23,-1.24,0.0307
0.35,-1.01,-0.18,-2.46,30.49,13.29,6.74,-47.75,-29.3,-1.2,-0.33,-1.32,0.0311
0.14,-0.94,-0.24,-15.98,8.71,42.36,6.74,-47.75,-29.3,-1.28,-0.14,-1.15,0.0315
0.32,-0.97,-0.11,-106.67,-4.94,-17.43,5.57,-48.93,-31.93,-1.24,-0.31,-1.29,0.0319
0.19,-0.78,-0.38,-94.07,-47.91,3.64,4.98,-48.34,-32.81,-1.08,-0.21,-1.19,0.0323
0.09,-1.35,-0.52,44.43,45.91,39.96,5.57,-48.34,-33.4,-1.2,-0.06,-1.03,0.0326
0.08,-1.13,-0.54,163.23,-21.34,249.99,5.27,-47.17,-32.52,-1.12,-0.06,-1.04,0.033
-0.05,-1.08,-0.38,249.99,42.39,8.22,6.45,-45.7,-26.37,-1.23,0.04,-1.0,0.0334
-0.19,-0.91,0.15,104.02,69.83,-35.83,6.15,-45.41,-24.61,-1.32,0.2,-0.87,0.0338
-0.37,-0.82,0.31,8.42,6.13,-71.3,6.15,-46.58,-24.9,-1.04,0.4,-0.71,0.0342
0.11,-0.75,0.03,23.07,32.09,10.38,7.03,-46.58,-24.9,-1.43,-0.14,-1.21,0.0346
-0.09,-0.48,0.04,-16.39,-38.78,4.68,6.74,-46.88,-25.2,-1.37,0.18,-0.89,0.035
0.19,-0.73,0.08,-12.77,29.19,21.33,7.03,-47.46,-25.2,-1.3,-0.25,-1.31,0.0354
-0.22,-0.99,0.03,-28.7,-52.76,-46.13,6.45,-48.05,-25.78,-1.35,0.22,-0.85,0.0358
0.61,-0.86,0.1,-52.32,-12.68,87.0,7.32,-46.88,-26.95,-0.95,-0.61,-1.57,0.0362
-0.38,-1.51,0.15,64.31,-108.65,-159.15,7.32,-46.88,-25.78,-1.3,0.25,-0.81,0.0366
-0.45,-1.19,0.17,63.48,-150.48,-89.51,7.32,-48.34,-24.61,-1.18,0.36,-0.74,0.037
-0.64,-1.16,-0.05,71.75,-246.73,104.03,6.45,-46.29,-23.14,-1.07,0.5,-0.63,0.0374
-0.17,-1.06,-0.12,161.03,-250.0,-188.74,6.15,-49.51,-18.16,-1.37,0.16,-1.05,0.0378
0.43,-0.31,0.52,54.37,-33.91,-19.1,5.86,-48.63,-16.11,-0.44,-0.62,-1.59,0.0382
0.12,-0.9,0.57,-19.2,36.74,100.11,4.1,-46.0,-17.58,-0.99,-0.11,-1.31,0.0386
0.54,-0.73,1.01,-250.0,-18.65,-97.53,7.91,-47.46,-22.85,-0.57,-0.41,-1.42,0.039
0.4,-0.59,-0.72,-250.0,-118.19,-120.77,5.57,-50.1,-32.52,-0.62,-0.41,-1.4,0.0394
-1.05,-1.09,-1.28,-14.83,-4.65,249.99,2.64,-41.6,-34.57,-0.58,0.56,-0.51,0.0398
-0.55,-0.57,-1.2,-250.0,-250.0,-250.0,-4.1,-37.79,-34.57,-0.41,0.39,-0.98,0.0402
-0.27,-0.94,-1.74,-3.56,-250.0,244.2,-10.25,-35.74,-28.42,-0.49,0.14,-1.37,0.0407
-0.05,-0.49,-0.99,-61.45,86.48,178.72,-7.91,-36.33,-30.76,-0.46,0.05,-1.37,0.0411
-0.49,-0.68,-1.15,153.5,249.99,20.13,-6.45,-38.38,-35.45,-0.5,0.35,-0.96,0.0415
-1.11,-0.63,-1.48,193.46,6.04,-128.59,-2.05,-39.84,-35.74,-0.33,0.61,-0.7,0.0419
-0.46,-0.03,-0.55,116.49,-92.54,20.58,-1.17,-38.38,-33.4,-0.04,0.7,-1.45,0.0423
-0.42,-0.36,-1.04,-178.6,-98.92,55.75,-2.93,-37.5,-33.11,-0.31,0.37,-1.14,0.0427
-0.78,-0.5,-1.49,-250.0,-236.49,-199.66,-3.81,-35.45,-31.35,-0.29,0.46,-1.11,0.0431
-0.09,-0.47,-0.8,-95.48,9.51,72.11,-5.27,-36.33,-31.05,-0.53,0.09,-1.2,0.0435
-0.39,-0.67,-0.88,-70.39,-57.21,-204.1,-3.81,-36.33,-31.93,-0.61,0.34,-0.85,0.0439
-0.31,-0.5,-0.68,200.75,82.28,-19.78,-2.93,-36.62,-32.52,-0.59,0.35,-0.83,0.0443
-0.54,-0.51,-1.17,178.31,80.2,30.69,-2.05,-36.91,-32.23,-0.38,0.4,-0.97,0.0447
-0.53,-0.4,-0.99,44.52,10.71,19.1,-0.29,-36.62,-31.64,-0.34,0.46,-0.91,0.0451
-0.44,-0.22,-0.61,-174.52,-119.48,-97.29,-0.29,-36.62,-31.93,-0.29,0.59,-0.77,0.0455
-0.43,-0.56,-1.09,33.45,-85.3,84.56,-0.29,-36.62,-31.93,-0.44,0.34,-0.93,0.0459
-0.95,-1.84,-1.62,65.6,121.34,90.94,-7.32,-34.86,-30.47,-0.78,0.37,-0.74,0.0464
-0.47,-0.6,-0.81,17.11,-237.45,69.65,-6.15,-34.57,-27.54,-0.57,0.44,-0.88,0.0467
-0.81,-0.6,-0.34,172.11,-148.21,139.86,-4.39,-36.04,-22.85,-0.6,0.87,-0.29,0.0472
-1.05,-0.45,-0.15,100.33,-190.54,-124.71,-2.34,-38.38,-19.04,-0.4,1.14,0.1,0.0476
-0.38,-0.73,-0.21,153.31,-71.12,-176.22,0.29,-40.14,-16.7,-1.03,0.47,-0.78,0.048
-0.39,-0.93,0.33,-0.97,-143.1,-250.0,3.52,-45.7,-15.82,-1.06,0.38,-0.89,0.0484
0.08,-0.83,-0.01,15.34,71.86,-140.17,3.81,-46.29,-16.11,-1.48,-0.09,-1.32,0.0488
0.23,-1.03,-0.42,-92.35,-250.0,-150.89,6.45,-53.32,-16.7,-1.14,-0.21,-1.43,0.0492
0.54,-0.88,-0.03,5.58,-27.68,-124.28,4.98,-56.84,-16.99,-1.03,-0.54,-1.75,0.0496
1.03,-0.6,-0.11,99.34,29.32,-13.58,3.22,-57.71,-14.36,-0.52,-1.04,-1.99,0.05
0.66,-0.36,0.31,108.16,79.74,184.98,2.34,-55.96,-13.48,-0.45,-0.95,-1.89,0.0504
0.88,-0.88,0.4,214.9,188.88,135.6,0.88,-54.49,-10.84,-0.74,-0.74,-1.94,0.0508
-0.01,-0.95,0.41,113.32,-18.19,-26.14,-0.88,-54.2,-10.55,-1.16,0.0,-1.4,0.0512
0.44,-0.02,0.37,-250.0,-166.48,139.93,3.81,-55.66,-13.77,-0.04,-0.87,-1.52,0.0516
0.89,-0.58,-0.02,-11.77,-20.55,80.89,3.52,-55.66,-14.94,-0.58,-0.99,-1.97,0.052
0.31,-1.05,0.18,234.52,-123.03,188.73,1.76,-55.37,-12.3,-1.24,-0.28,-1.62,0.0524
-0.11,-0.55,0.21,-71.21,-124.18,72.84,2.64,-54.79,-12.89,-1.16,0.19,-1.16,0.0528
0.51,-0.19,0.24,-52.99,1.0,74.84,4.1,-55.66,-14.06,-0.33,-1.02,-1.79,0.0532
0.57,-0.6,0.31,-12.15,75.45,35.48,4.39,-53.61,-14.06,-0.75,-0.69,-1.82,0.0536
0.17,-0.88,0.09,35.68,29.82,216.22,4.1,-51.56,-14.36,-1.35,-0.19,-1.47,0.054
-0.18,-0.83,0.43,68.15,84.05,-60.65,3.81,-51.56,-13.18,-1.06,0.19,-1.15,0.0544
0.12,-0.76,0.17,3.88,17.07,-48.01,3.52,-51.27,-12.3,-1.3,-0.16,-1.48,0.0548
0.12,-0.69,0.27,-15.01,9.83,-15.62,3.81,-51.27,-14.06,-1.16,-0.16,-1.44,0.0552
0.38,-1.2,-0.37,41.14,59.61,-32.92,2.64,-50.39,-12.89,-1.16,-0.29,-1.59,0.0556
0.12,-0.67,0.21,-41.29,-16.63,-24.94,3.22,-49.8,-12.6,-1.22,-0.18,-1.48,0.056
-0.21,-0.63,0.3,-32.43,-42.6,28.5,4.1,-50.1,-14.06,-1.04,0.29,-1.03,0.0564
0.08,-1.18,0.05,-3.8,-20.26,-52.64,3.81,-50.68,-13.18,-1.49,-0.07,-1.38,0.0568
-0.22,-0.64,0.33,32.8,-9.19,59.02,3.52,-50.1,-13.77,-1.02,0.3,-1.05,0.0571
0.07,-0.87,0.21,36.48,20.71,43.17,2.64,-49.51,-13.77,-1.32,-0.08,-1.37,0.0575
-0.24,-0.73,0.27,-20.38,-28.14,-154.34,3.22,-51.86,-13.48,-1.11,0.3,-1.04,0.0579
0.35,-0.9,0.32,57.14,24.33,-69.16,3.22,-52.15,-12.89,-1.09,-0.35,-1.64,0.0583
0.29,-1.01,0.31,4.71,-32.04,-0.61,2.93,-54.2,-12.6,-1.17,-0.27,-1.59,0.0587
-0.05,-1.06,0.24,-36.67,-11.02,40.91,3.22,-53.32,-13.48,-1.34,0.04,-1.27,0.0591
0.26,-0.84,0.23,-26.22,4.69,54.76,4.69,-53.03,-14.36,-1.17,-0.29,-1.56,0.0595
0.15,-0.94,0.14,-24.92,-0.47,60.49,4.39,-51.86,-14.06,-1.36,-0.16,-1.45,0.0598
0.12,-0.95,0.16,-72.33,56.77,-4.33,4.98,-50.98,-15.53,-1.36,-0.12,-1.38,0.0602
-0.51,-0.76,-0.04,-151.98,-58.01,-151.79,6.15,-52.73,-17.29,-0.98,0.59,-0.71,0.0607
0.01,-0.84,-0.09,13.17,8.13,-29.97,6.45,-52.73,-16.99,-1.46,-0.01,-1.26,0.061
0.19,-0.92,-0.1,9.32,-9.75,34.85,5.86,-51.86,-17.87,-1.34,-0.21,-1.42,0.0614
0.15,-0.99,0.06,3.08,-5.21,-14.32,6.45,-52.44,-17.87,-1.41,-0.15,-1.37,0.0618
0.27,-1.01,-0.17,14.22,-1.75,0.95,6.45,-52.44,-16.7,-1.27,-0.26,-1.49,0.0622
0.13,-0.88,-0.06,17.82,5.17,-5.81,6.74,-53.32,-17.29,-1.41,-0.14,-1.38,0.0626
0.25,-1.0,-0.05,-1.58,-16.19,-10.83,6.15,-52.15,-16.99,-1.32,-0.24,-1.47,0.063
0.21,-1.02,-0.09,-2.69,-1.91,-20.06,6.45,-53.91,-17.29,-1.35,-0.2,-1.44,0.0634
0.18,-0.97,-0.11,15.82,32.59,-22.21,6.15,-53.61,-17.29,-1.36,-0.18,-1.42,0.0638
0.27,-0.99,-0.06,-6.69,2.21,-4.09,6.74,-53.61,-17.58,-1.29,-0.27,-1.49,0.0642
0.31,-1.0,-0.06,3.07,2.96,-16.36,5.57,-52.73,-16.99,-1.27,-0.3,-1.53,0.0646
0.26,-0.95,-0.15,7.93,14.1,17.94,6.45,-53.61,-17.29,-1.27,-0.26,-1.49,0.065
0.29,-0.95,-0.08,-1.64,3.56,53.86,6.15,-52.73,-17.58,-1.26,-0.3,-1.52,0.0653
0.14,-0.9,-0.11,-52.26,-34.22,-5.42,7.32,-53.03,-18.46,-1.38,-0.15,-1.37,0.0657
0.24,-1.01,-0.16,-8.34,-5.78,12.7,6.74,-53.32,-18.75,-1.29,-0.23,-1.44,0.0661
0.18,-0.99,-0.15,-0.31,-1.97,-14.08,7.32,-52.44,-17.58,-1.33,-0.18,-1.4,0.0665
0.19,-0.93,-0.17,13.02,-0.88,-6.29,6.45,-51.86,-18.75,-1.3,-0.2,-1.39,0.0669
0.24,-0.96,-0.13,21.51,9.43,0.82,6.15,-53.32,-18.46,-1.3,-0.24,-1.45,0.0673
0.09,-0.83,-0.14,27.98,-19.18,-2.03,6.74,-53.03,-18.46,-1.37,-0.11,-1.33,0.0677
0.26,-0.94,-0.1,29.69,5.16,0.52,6.45,-53.03,-17.29,-1.29,-0.26,-1.49,0.0681
0.31,-0.98,-0.12,2.26,-12.49,1.31,6.15,-53.03,-17.58,-1.24,-0.3,-1.52,0.0684
0.19,-0.95,-0.06,3.62,-1.0,-1.29,6.45,-53.03,-17.29,-1.37,-0.2,-1.43,0.0688
0.18,-0.92,-0.11,6.38,-4.56,-1.72,6.15,-53.03,-17.58,-1.35,-0.19,-1.42,0.0692
0.17,-0.92,-0.04,-2.42,-3.34,2.04,5.86,-53.91,-17.87,-1.38,-0.18,-1.42,0.0696
0.19,-0.94,-0.13,3.43,-0.41,2.0,5.27,-53.03,-16.99,-1.33,-0.2,-1.44,0.0701
0.21,-0.95,-0.08,-2.04,-2.43,-0.45,6.45,-53.32,-17.29,-1.34,-0.21,-1.45,0.0705
0.18,-0.94,-0.13,3.72,-3.05,-4.66,6.45,-53.03,-18.16,-1.34,-0.19,-1.41,0.0709
0.2,-0.94,-0.06,4.84,3.39,-5.82,6.15,-53.32,-17.29,-1.36,-0.2,-1.44,0.0713
0.19,-0.92,-0.09,15.9,9.41,-19.73,5.86,-53.32,-17.29,-1.35,-0.2,-1.44,0.0717
0.28,-0.95,-0.1,8.45,11.39,-10.31,6.45,-53.03,-18.16,-1.27,-0.28,-1.49,0.0721
0.22,-0.91,-0.04,2.13,0.43,-6.13,6.15,-53.32,-16.99,-1.33,-0.24,-1.48,0.0725
0.22,-0.93,-0.07,3.26,6.1,-2.99,5.57,-53.61,-17.58,-1.32,-0.24,-1.47,0.0729
0.28,-0.96,-0.02,37.96,70.37,20.32,5.57,-52.73,-15.82,-1.28,-0.29,-1.54,0.0733
0.2,-0.92,0.05,3.45,9.62,59.17,5.57,-51.56,-15.82,-1.35,-0.22,-1.47,0.0736
0.18,-0.94,-0.07,-3.38,-3.58,24.96,5.86,-51.27,-17.58,-1.37,-0.19,-1.41,0.074
0.09,-0.91,-0.08,7.35,-11.68,-7.65,5.86,-50.98,-16.7,-1.44,-0.1,-1.34,0.0744
0.15,-0.92,-0.07,1.23,-13.81,-10.28,5.86,-51.86,-16.7,-1.39,-0.17,-1.41,0.0748
0.09,-0.98,-0.13,-2.75,-46.47,-16.71,6.15,-52.15,-16.11,-1.41,-0.09,-1.35,0.0752
-0.18,-0.56,0.06,7.45,-46.15,-35.11,5.57,-53.32,-16.7,-1.24,0.31,-0.96,0.0756
0.27,-0.96,0.01,-18.17,-41.38,4.52,5.57,-53.91,-16.41,-1.3,-0.27,-1.52,0.076
0.12,-0.9,-0.03,18.36,10.17,0.6,5.86,-53.03,-15.82,-1.44,-0.13,-1.4,0.0764
0.3,-1.01,0.01,17.0,20.37,20.57,5.57,-53.03,-16.41,-1.28,-0.29,-1.53,0.0768
0.01,-0.86,0.02,-1.61,3.26,-13.44,5.86,-52.73,-16.11,-1.54,-0.02,-1.29,0.0772
0.08,-0.86,-0.03,-13.02,0.43,-14.6,4.98,-52.73,-16.7,-1.47,-0.09,-1.35,0.0776
0.13,-0.85,-0.0,-27.46,-13.26,-20.29,5.86,-53.32,-17.58,-1.42,-0.15,-1.39,0.078
0.35,-0.98,-0.04,-21.86,-2.15,6.44,6.15,-51.86,-17.58,-1.22,-0.35,-1.55,0.0784
0.14,-0.86,-0.09,-47.77,20.45,54.82,7.03,-52.15,-18.16,-1.38,-0.16,-1.38,0.0788
-0.11,-0.93,-0.07,-22.61,5.07,14.7,6.74,-51.56,-19.04,-1.43,0.12,-1.09,0.0791
0.13,-0.96,-0.25,-56.23,-41.78,2.84,7.32,-50.98,-19.63,-1.28,-0.13,-1.3,0.0796
0.74,-1.26,-0.5,-6.17,12.88,17.04,7.32,-51.27,-21.39,-0.95,-0.5,-1.58,0.0799
0.02,-0.9,-0.33,9.22,10.22,-18.45,7.03,-50.98,-20.51,-1.22,-0.02,-1.18,0.0803
0.16,-0.96,-0.31,7.58,9.2,-10.36,7.03,-51.56,-21.09,-1.22,-0.15,-1.31,0.0807
0.31,-0.66,-0.23,-24.72,-35.52,0.9,6.74,-51.27,-19.92,-1.03,-0.42,-1.55,0.0811
0.04,-0.85,-0.24,15.39,-2.16,-0.23,7.32,-51.27,-19.92,-1.29,-0.05,-1.23,0.0815
0.19,-0.92,-0.19,17.36,0.72,23.36,7.32,-52.15,-18.46,-1.28,-0.2,-1.4,0.0819
0.17,-0.96,-0.28,44.11,9.03,30.38,6.74,-51.27,-18.75,-1.24,-0.17,-1.36,0.0823
0.16,-1.02,-0.18,75.32,56.04,26.77,6.74,-51.27,-17.87,-1.33,-0.15,-1.37,0.0827
0.03,-0.84,0.05,4.2,2.11,2.78,6.15,-50.68,-17.58,-1.5,-0.04,-1.27,0.083
0.1,-1.02,-0.09,-8.22,-0.55,-13.13,6.74,-50.1,-17.87,-1.44,-0.1,-1.31,0.0834
-0.07,-0.96,-0.12,-0.19,30.54,11.0,7.32,-50.68,-17.87,-1.43,0.07,-1.15,0.0838
-0.02,-0.96,-0.14,-28.51,40.75,-78.48,6.74,-50.68,-18.46,-1.42,0.02,-1.19,0.0842
0.06,-0.87,-0.16,-7.33,17.2,-58.75,7.32,-51.27,-18.16,-1.38,-0.06,-1.28,0.0846
0.3,-0.93,-0.23,-4.78,11.41,-4.82,7.62,-51.56,-18.46,-1.18,-0.31,-1.48,0.085
0.33,-1.01,-0.22,-1.27,15.66,16.46,6.74,-51.86,-18.16,-1.2,-0.31,-1.5,0.0865
0.24,-0.96,-0.15,-9.0,-10.51,26.53,6.74,-50.98,-19.04,-1.29,-0.24,-1.42,0.1641
0.16,-0.98,-0.23,3.24,6.95,3.94,6.45,-51.27,-19.04,-1.29,-0.15,-1.34,0.2339
0.2,-0.95,-0.16,-2.26,-2.53,7.77,7.62,-51.27,-18.75,-1.3,-0.21,-1.39,0.3077
0.11,-0.95,-0.17,-1.19,-5.39,5.82,6.45,-50.98,-19.63,-1.36,-0.11,-1.3,0.3815
0.06,-0.94,-0.24,10.59,-5.84,0.06,6.74,-50.98,-18.75,-1.31,-0.07,-1.26,0.4552
0.09,-0.94,-0.23,-0.71,-4.49,16.62,7.03,-50.68,-18.75,-1.32,-0.09,-1.29,0.5289
0.1,-0.96,-0.26,10.69,4.9,21.2,6.74,-49.51,-19.04,-1.29,-0.1,-1.28,0.603
0.03,-0.95,-0.24,5.91,-6.24,10.06,7.32,-50.98,-18.16,-1.33,-0.03,-1.23,0.6764
-0.01,-0.93,-0.22,-2.81,-15.05,-6.49,7.03,-50.98,-18.16,-1.34,0.01,-1.2,0.754
0.1,-0.94,-0.3,7.07,-19.11,-7.6,6.74,-50.39,-17.87,-1.24,-0.1,-1.3,0.8277
0.1,-0.97,-0.3,-5.74,-23.8,0.55,7.03,-50.39,-18.16,-1.25,-0.1,-1.3,0.9014
0.11,-0.96,-0.25,-8.26,-12.86,-1.19,7.03,-50.68,-18.16,-1.29,-0.11,-1.31,0.9752
0.12,-1.04,-0.34,3.14,-7.49,-6.37,7.03,-51.86,-18.46,-1.23,-0.11,-1.31,1.0449
0.04,-0.9,-0.38,-12.22,-11.89,-8.99,7.91,-50.98,-18.46,-1.17,-0.04,-1.24,1.1227
0.17,-0.91,-0.47,-9.38,-4.68,9.57,6.74,-51.86,-18.16,-1.07,-0.16,-1.36,1.1924
0.1,-0.98,-0.48,9.63,-11.67,-16.33,6.74,-52.44,-18.75,-1.11,-0.09,-1.29,1.27
0.13,-0.95,-0.4,-19.21,-6.12,14.72,7.03,-51.86,-17.87,-1.16,-0.13,-1.33,1.3438
0.26,-1.09,-0.35,-17.3,12.58,23.42,6.45,-52.44,-18.75,-1.19,-0.22,-1.41,1.4175
0.1,-1.14,-0.42,10.6,17.09,4.62,7.03,-52.73,-18.16,-1.21,-0.08,-1.29,1.4913
0.19,-1.05,-0.31,5.04,4.28,5.62,7.62,-53.61,-19.04,-1.24,-0.17,-1.36,1.5611
-0.1,-0.86,-0.14,-9.84,-5.04,-34.6,7.32,-53.32,-18.46,-1.37,0.11,-1.11,1.6387
0.07,-0.96,-0.28,16.07,-7.98,-0.3,7.03,-53.61,-18.46,-1.28,-0.07,-1.28,1.7126
0.0,-0.73,-0.17,8.96,-2.59,-11.17,7.03,-53.91,-17.87,-1.34,-0.01,-1.24,1.7862
0.05,-0.85,-0.33,20.65,-1.25,1.82,7.03,-54.79,-17.58,-1.2,-0.05,-1.29,1.8598
