Ax,Ay,Az,Gx,Gy,Gz,Mx,My,MZ,Roll,Pitch,Yaw,Time
0.29,0.93,0.23,3.62,8.35,2.85,-19.63,-21.39,-19.63,1.19,-0.3,-2.2,1.933
0.26,0.94,0.2,3.91,11.76,4.45,-20.21,-21.97,-19.34,1.24,-0.26,-2.2,2.0067
0.24,0.94,0.23,4.19,17.94,7.0,-19.92,-21.39,-19.92,1.23,-0.24,-2.23,2.0804
0.24,0.93,0.21,4.93,20.04,9.02,-19.63,-21.97,-19.63,1.24,-0.25,-2.21,2.1503
0.22,0.95,0.21,7.35,35.51,15.34,-19.34,-21.68,-19.34,1.26,-0.22,-2.22,2.2239
0.24,0.94,0.21,5.25,27.13,13.69,-19.92,-21.68,-19.63,1.24,-0.24,-2.22,2.2977
0.27,0.92,0.24,4.29,18.19,13.79,-19.34,-21.97,-19.04,1.2,-0.28,-2.18,2.3716
0.28,0.91,0.26,5.78,18.45,15.37,-19.63,-21.68,-19.63,1.17,-0.29,-2.2,2.445
0.26,0.92,0.25,7.45,22.53,17.71,-19.34,-21.97,-19.63,1.2,-0.27,-2.2,2.5187
0.27,0.93,0.23,9.1,18.09,18.26,-18.46,-22.56,-20.21,1.2,-0.28,-2.18,2.5886
0.28,0.91,0.27,11.63,22.92,22.88,-19.04,-23.14,-18.75,1.16,-0.29,-2.15,2.6623
0.25,0.94,0.25,16.97,37.46,28.26,-17.87,-23.44,-19.92,1.21,-0.25,-2.17,2.736
0.32,0.94,0.21,12.14,-2.71,13.69,-17.87,-23.44,-19.34,1.18,-0.32,-2.11,2.8096
0.32,0.93,0.2,15.21,0.13,13.37,-17.87,-23.44,-19.63,1.19,-0.32,-2.11,2.8833
0.33,0.94,0.2,18.65,1.82,14.46,-17.29,-24.32,-19.34,1.18,-0.33,-2.07,2.9571
0.37,0.94,0.13,20.14,10.86,16.86,-17.87,-23.44,-20.21,1.17,-0.37,-2.08,3.0308
0.4,0.94,0.12,16.49,3.23,13.03,-17.58,-24.61,-20.51,1.15,-0.4,-2.04,3.1006
0.35,0.97,0.11,21.85,23.57,16.72,-17.87,-24.61,-20.21,1.21,-0.34,-2.07,3.1744
0.42,0.94,0.12,20.25,30.22,18.59,-16.7,-24.9,-19.92,1.14,-0.42,-2.01,3.248
0.18,1.08,0.15,28.65,51.8,29.95,-16.11,-25.49,-20.21,1.36,-0.17,-2.15,3.3218
0.18,0.93,0.27,56.92,231.66,70.69,-15.82,-25.2,-18.16,1.24,-0.18,-2.13,3.3954
0.45,0.83,0.29,47.26,207.55,62.36,-15.23,-24.02,-17.58,1.0,-0.47,-1.97,3.4693
0.57,0.78,0.24,20.26,114.96,30.4,-15.23,-24.02,-17.87,0.9,-0.61,-1.9,3.5429
0.97,0.97,0.06,-9.28,-62.58,-6.21,-15.53,-23.44,-16.99,0.79,-0.78,-1.84,3.6127
0.35,0.96,0.23,-2.33,8.35,-2.1,-14.36,-23.73,-17.87,1.16,-0.34,-2.03,3.6866
0.38,0.93,0.09,-0.51,-7.0,-2.76,-14.94,-24.02,-17.58,1.18,-0.38,-1.98,3.7601
0.39,0.95,0.16,-0.12,-14.84,-6.41,-14.65,-24.32,-17.29,1.15,-0.38,-1.97,3.8337
0.38,0.95,0.18,1.86,-5.87,-3.57,-15.23,-24.02,-18.16,1.15,-0.37,-2.01,3.9074
0.36,0.94,0.16,2.99,0.34,-2.82,-14.94,-24.61,-17.29,1.17,-0.36,-1.98,3.9771
0.38,0.93,0.17,1.77,0.73,-1.91,-15.53,-23.14,-17.58,1.16,-0.38,-2.02,4.051
0.36,0.95,0.14,0.67,-3.96,-3.87,-15.23,-23.44,-17.58,1.18,-0.36,-2.01,4.1246
0.37,0.93,0.19,0.62,-3.33,-3.23,-14.94,-23.44,-17.87,1.15,-0.37,-2.01,4.1983
0.36,0.94,0.17,1.81,-8.64,-2.11,-15.23,-23.44,-18.46,1.17,-0.36,-2.03,4.2721
0.33,0.96,0.16,4.84,2.74,1.4,-14.94,-23.73,-18.16,1.21,-0.33,-2.04,4.3417
0.33,0.96,0.1,7.01,9.06,4.96,-14.94,-24.32,-17.87,1.23,-0.32,-2.01,4.4154
0.34,0.96,0.17,3.55,5.93,6.91,-14.65,-24.02,-17.29,1.19,-0.34,-2.0,4.4893
0.37,0.93,0.17,2.2,5.79,8.34,-15.53,-23.44,-18.16,1.15,-0.38,-2.02,4.5629
0.39,0.93,0.15,0.3,5.26,8.9,-13.77,-24.02,-17.29,1.15,-0.39,-1.96,4.6366
0.33,0.96,0.1,-3.44,15.1,11.73,-13.77,-24.32,-17.58,1.23,-0.33,-1.99,4.7103
0.3,0.99,-0.14,0.76,49.89,14.43,-13.77,-24.02,-16.7,1.24,-0.3,-2.01,4.7802
0.45,1.08,-0.25,46.97,83.0,-43.37,-12.89,-23.73,-15.23,1.12,-0.39,-1.92,4.8538
0.35,1.15,0.13,-38.83,-42.98,-13.57,-12.01,-24.32,-13.48,1.26,-0.29,-1.9,4.9276
0.38,0.93,0.43,30.5,-7.97,-33.58,-12.3,-24.61,-13.48,1.02,-0.36,-1.91,5.0022
0.26,0.84,0.35,118.07,43.95,-30.36,-13.18,-23.73,-13.18,1.09,-0.28,-1.98,5.0749
0.4,0.86,0.18,149.97,58.75,-4.3,-15.53,-23.44,-14.94,1.1,-0.43,-1.94,5.1486
0.36,0.91,-0.05,81.08,-109.94,-21.22,-16.99,-23.73,-15.82,1.19,-0.37,-1.98,5.2225
0.27,0.91,-0.41,26.82,-34.32,-12.23,-17.58,-23.73,-15.23,1.08,-0.27,-2.1,5.296
0.1,0.87,-0.38,-77.0,33.57,14.97,-16.99,-24.02,-14.06,1.15,-0.11,-2.17,5.3658
0.27,1.5,-0.55,-51.0,76.61,9.32,-16.7,-22.85,-12.6,1.18,-0.17,-2.1,5.4396
0.68,0.67,0.6,-49.45,84.01,-6.91,-15.53,-22.56,-11.13,0.64,-0.65,-1.94,5.5132
0.02,0.99,0.46,-58.88,8.64,1.62,-14.65,-23.44,-10.84,1.14,-0.02,-2.15,5.587
0.38,0.96,0.13,-70.27,-78.76,-24.1,-14.65,-23.44,-11.43,1.18,-0.37,-1.86,5.6607
0.01,1.04,-0.01,-64.99,-41.72,-4.41,-13.18,-24.61,-11.13,1.55,-0.01,-1.99,5.7344
0.37,0.93,0.29,-72.69,-57.66,-3.85,-11.72,-24.9,-10.55,1.1,-0.36,-1.8,5.8042
0.36,1.1,0.15,-80.07,-60.07,6.54,-10.84,-25.78,-9.08,1.23,-0.31,-1.73,5.8778
0.2,1.17,-0.0,-75.39,24.47,54.56,-9.08,-25.49,-8.2,1.4,-0.17,-1.76,5.9515
0.32,1.42,-0.61,43.3,118.15,52.06,-9.38,-24.61,-6.45,1.12,-0.2,-1.78,6.0252
0.19,1.44,0.68,-39.76,-119.22,7.06,-8.5,-28.42,-5.27,1.12,-0.12,-1.75,6.0989
0.56,0.91,1.04,67.4,15.85,-47.37,-12.6,-28.12,-4.1,0.66,-0.39,-1.78,6.169
0.47,0.38,0.89,180.91,47.55,-64.38,-17.29,-25.2,-5.27,0.36,-0.46,-2.08,6.2424
0.47,0.06,0.89,236.26,73.91,-44.14,-23.14,-22.85,-9.67,0.06,-0.49,-2.32,6.3163
0.42,0.58,0.54,197.61,-153.35,-7.53,-25.78,-20.51,-14.65,0.7,-0.49,-2.29,6.3899
-0.05,0.69,-0.73,-0.1,61.04,-9.78,-26.07,-19.34,-15.23,0.75,0.05,-2.59,6.4635
0.97,1.74,-0.22,-78.99,3.63,2.75,-25.49,-19.34,-14.36,1.05,-0.5,-2.14,6.5374
0.74,0.42,0.61,-67.05,28.19,-4.1,-24.9,-17.87,-13.48,0.41,-0.79,-2.34,6.6108
0.08,0.99,0.28,-77.42,3.11,4.97,-24.02,-17.87,-12.3,1.28,-0.08,-2.31,6.6807
0.3,0.91,0.3,-82.43,-48.83,-2.91,-22.56,-18.75,-10.84,1.14,-0.3,-2.15,6.7547
0.15,1.03,0.09,-83.51,-45.21,-10.01,-20.8,-19.34,-9.38,1.4,-0.14,-2.02,6.8281
0.28,1.08,0.22,-94.39,-53.59,-2.13,-18.75,-19.63,-8.5,1.25,-0.25,-1.98,6.9019
0.17,1.28,-0.32,-87.43,10.58,43.13,-17.58,-19.63,-7.03,1.29,-0.13,-1.99,6.9755
0.15,1.38,-0.6,-173.9,78.26,56.25,-16.41,-18.75,-5.57,1.15,-0.1,-2.05,7.0492
0.11,1.7,1.14,-29.28,-72.56,-4.14,-14.06,-20.8,-6.74,0.98,-0.05,-2.11,7.1197
0.8,0.93,1.14,116.54,1.01,-72.02,-13.77,-19.34,-7.91,0.59,-0.5,-2.03,7.1928
0.65,0.1,0.78,219.02,51.98,-88.12,-14.94,-18.16,-9.08,0.1,-0.69,-2.2,7.2664
0.52,-0.16,0.86,248.76,77.83,-9.96,-17.58,-16.41,-12.01,-0.16,-0.53,-2.27,7.3401
0.43,1.11,0.32,157.94,-145.61,-42.69,-19.34,-17.87,-12.01,1.12,-0.35,-2.13,7.4139
-0.1,0.78,-0.77,-100.46,-0.87,14.32,-18.75,-18.16,-10.25,0.79,0.09,-2.47,7.4876
-0.01,1.29,0.11,-85.72,149.89,57.09,-17.58,-17.58,-7.62,1.49,0.01,-2.06,7.5574
0.61,0.74,0.77,-63.68,70.34,4.84,-16.41,-15.53,-6.74,0.64,-0.52,-2.19,7.6311
0.39,0.92,0.43,-92.39,-86.27,-13.09,-14.06,-18.16,-6.45,1.0,-0.37,-1.92,7.7049
0.07,1.09,-0.2,-84.68,-59.36,-1.78,-12.3,-19.04,-4.98,1.38,-0.06,-1.88,7.7784
0.32,1.02,0.08,-97.76,-69.92,-0.3,-9.67,-21.39,-4.1,1.26,-0.3,-1.6,7.8528
0.17,1.15,-0.17,-88.93,-7.01,39.44,-7.32,-22.85,-1.76,1.37,-0.14,-1.57,7.9258
0.33,1.16,-0.32,-30.96,2.91,80.38,-4.98,-23.44,2.05,1.19,-0.27,-1.31,7.9957
-0.24,1.45,0.71,-20.9,-78.93,43.07,-7.03,-29.59,5.57,1.1,0.15,-1.64,8.0694
0.87,1.07,1.14,64.57,15.52,-21.58,-13.77,-27.83,7.03,0.64,-0.51,-1.53,8.143
0.53,0.23,0.85,195.16,47.18,-76.63,-22.27,-23.44,2.05,0.23,-0.54,-2.34,8.2167
0.5,-0.07,0.86,241.81,88.03,-54.7,-30.18,-19.34,-5.86,-0.07,-0.53,-2.57,8.2905
0.5,1.03,0.84,185.39,-146.97,-50.48,-33.98,-16.99,-13.48,0.81,-0.36,-2.51,8.3642
-0.59,0.88,-0.9,-52.43,16.67,-6.04,-33.4,-15.23,-15.23,0.68,0.44,-2.95,8.4381
0.57,1.19,-0.6,-61.55,-7.93,7.36,-31.64,-14.94,-14.36,0.96,-0.4,-2.46,8.5077
0.57,0.4,0.61,-86.79,26.83,24.43,-30.47,-14.94,-13.48,0.44,-0.66,-2.52,8.5813
0.72,0.84,0.56,-85.49,-35.35,0.15,-28.71,-15.53,-11.43,0.74,-0.62,-2.41,8.6551
0.25,0.94,0.07,-71.69,-42.02,-5.7,-28.42,-16.7,-9.96,1.3,-0.26,-2.17,8.7287
0.34,0.93,0.06,-89.5,-103.66,-17.35,-26.66,-17.58,-7.62,1.21,-0.35,-2.07,8.8025
0.07,1.19,-0.37,-83.79,-4.59,39.15,-25.2,-18.46,-5.86,1.27,-0.06,-2.15,8.8761
0.57,1.4,-0.39,-110.76,15.82,43.67,-24.32,-18.75,-5.86,1.11,-0.37,-2.02,8.946
-0.38,1.62,1.3,-19.31,17.38,34.4,-21.39,-18.46,-7.91,0.88,0.18,-2.5,9.0197
0.99,0.73,0.97,127.09,-18.2,-70.26,-20.21,-16.11,-11.13,0.49,-0.68,-2.29,9.0934
0.7,-0.21,0.83,210.08,55.44,-108.9,-20.21,-13.48,-15.53,-0.19,-0.69,-2.33,9.1671
0.48,0.12,1.1,18.4,-86.82,-61.48,-20.21,-13.77,-17.58,0.1,-0.41,-2.4,9.2408
0.21,0.72,-0.5,-83.05,8.35,22.51,-19.63,-13.77,-18.16,0.93,-0.23,-2.5,9.3144
0.17,0.91,0.43,-31.13,-9.11,-1.46,-18.46,-14.06,-16.99,1.1,-0.17,-2.47,9.3846
0.32,1.0,0.27,-26.7,-24.32,-6.46,-18.46,-15.23,-16.99,1.17,-0.3,-2.31,9.458
0.5,0.93,0.11,-25.14,-48.34,-7.41,-17.58,-15.23,-16.7,1.07,-0.49,-2.19,9.5317
0.31,0.96,0.18,-19.11,-19.61,4.41,-18.46,-14.65,-15.82,1.21,-0.31,-2.29,9.6055
0.29,0.98,0.15,-4.15,25.64,18.33,-18.16,-14.36,-16.11,1.25,-0.28,-2.31,9.6791
0.49,0.94,0.14,-17.12,-58.72,-1.87,-17.29,-14.36,-16.11,1.08,-0.47,-2.21,9.7528
0.28,0.94,0.13,-3.36,7.4,5.84,-17.29,-15.53,-16.11,1.26,-0.28,-2.26,9.8227
0.32,0.94,0.23,0.02,7.49,9.42,-17.87,-14.94,-16.11,1.18,-0.32,-2.29,9.8963
0.37,0.92,0.15,-3.47,-26.63,-1.97,-17.58,-14.65,-16.11,1.16,-0.38,-2.25,9.97
0.37,0.91,0.23,0.27,8.75,7.48,-16.99,-14.94,-15.82,1.12,-0.37,-2.25,10.0436
0.39,0.91,0.21,-0.72,-8.04,2.2,-16.99,-15.23,-16.11,1.12,-0.4,-2.22,10.1174
0.41,0.91,0.23,-0.63,-8.36,0.08,-16.7,-15.53,-15.53,1.09,-0.41,-2.2,10.1874
0.4,0.9,0.23,-1.17,-17.55,-3.28,-17.58,-16.11,-15.23,1.09,-0.41,-2.19,10.2608
0.34,0.9,0.21,1.32,-0.5,2.72,-16.99,-15.82,-14.65,1.15,-0.36,-2.2,10.3345
0.35,0.94,0.17,1.5,-1.11,3.17,-17.58,-16.41,-14.94,1.18,-0.35,-2.18,10.4083
0.44,0.89,0.27,2.25,-4.67,2.1,-16.7,-16.41,-15.23,1.04,-0.44,-2.16,10.4819
0.41,0.91,0.23,4.73,-5.01,0.34,-16.7,-16.41,-14.65,1.09,-0.42,-2.15,10.5519
0.4,0.91,0.12,3.97,-25.34,-7.38,-16.99,-16.41,-14.65,1.14,-0.41,-2.14,10.6254
0.48,0.88,0.24,1.25,-35.9,-11.12,-16.7,-16.99,-14.06,1.02,-0.48,-2.1,10.6992
0.43,0.92,0.21,-1.16,-43.93,-11.89,-16.99,-17.58,-14.06,1.09,-0.43,-2.1,10.7729
0.41,0.95,0.18,10.25,7.36,4.02,-16.41,-16.7,-13.77,1.13,-0.4,-2.12,10.8465
0.5,0.87,0.27,8.38,-14.39,-7.44,-16.41,-17.87,-14.36,0.99,-0.51,-2.07,10.9204
0.62,0.87,0.16,1.19,-99.02,-31.41,-16.7,-18.16,-14.36,0.94,-0.61,-2.01,10.9941
0.4,0.94,0.23,1.93,-81.91,-32.14,-16.99,-18.46,-13.77,1.12,-0.39,-2.08,11.0637
0.88,0.9,0.09,-30.61,-229.77,-84.27,-16.41,-20.8,-13.48,0.79,-0.78,-1.89,11.1375
0.39,0.86,0.27,-1.53,-96.89,-74.12,-16.7,-21.09,-12.3,1.06,-0.41,-1.98,11.2112
0.62,0.85,0.19,-50.0,-250.0,-118.64,-17.58,-23.73,-12.89,0.92,-0.61,-1.86,11.285
0.34,0.95,0.1,-65.44,-250.0,-120.06,-18.16,-26.37,-12.6,1.22,-0.34,-1.88,11.3585
-0.32,1.05,0.17,-34.46,-148.03,-68.98,-19.34,-28.42,-13.77,1.24,0.29,-2.42,11.4322
0.19,1.09,-0.15,-16.33,-100.66,-36.65,-18.46,-28.12,-13.77,1.35,-0.17,-1.97,11.506
0.2,1.07,-0.01,-15.31,-90.93,-17.59,-18.75,-28.42,-14.65,1.39,-0.18,-1.96,11.5797
0.33,0.99,0.18,-2.97,-23.82,-1.46,-18.75,-28.12,-14.65,1.21,-0.31,-1.92,11.6494
0.22,0.99,0.4,4.41,10.36,0.92,-19.04,-28.71,-14.06,1.14,-0.21,-2.02,11.7231
0.23,1.0,-0.11,9.16,-9.43,-4.43,-19.04,-27.54,-15.23,1.32,-0.23,-1.98,11.7969
0.23,1.02,-0.03,-3.29,-69.23,-10.82,-17.87,-29.59,-16.11,1.35,-0.22,-1.95,11.8706
0.29,1.03,-0.09,-5.39,-44.88,-6.94,-18.46,-29.3,-16.99,1.28,-0.28,-1.95,11.9442
0.2,1.04,0.01,-3.33,-35.99,-8.84,-19.04,-29.3,-15.82,1.38,-0.19,-1.97,12.0141
0.21,1.0,0.1,-6.49,-43.08,-5.32,-18.46,-29.0,-16.7,1.34,-0.21,-1.99,12.0878
0.29,0.98,0.05,-6.83,-34.93,-4.68,-18.46,-29.88,-17.29,1.28,-0.29,-1.94,12.1614
0.12,1.03,0.08,2.0,13.95,11.33,-18.46,-30.47,-16.99,1.43,-0.12,-2.03,12.2352
0.26,1.0,0.04,2.31,22.17,12.89,-18.46,-30.18,-16.7,1.31,-0.26,-1.94,12.3089
0.29,1.01,0.06,-1.38,3.77,6.65,-17.87,-29.88,-16.7,1.28,-0.28,-1.93,12.3786
0.28,0.99,0.06,-0.05,20.13,10.06,-18.46,-29.59,-16.41,1.28,-0.28,-1.93,12.4524
0.31,0.98,0.08,-0.11,11.17,6.48,-18.16,-29.88,-16.41,1.26,-0.3,-1.92,12.526
0.32,0.97,0.11,-1.3,-7.9,2.12,-17.87,-29.59,-16.11,1.23,-0.32,-1.91,12.5998
0.31,0.97,0.06,-1.91,-17.72,-1.6,-18.16,-29.88,-15.82,1.25,-0.31,-1.9,12.6735
0.29,0.98,0.08,-0.24,-15.24,-1.53,-18.16,-31.05,-16.41,1.27,-0.29,-1.9,12.7472
0.34,0.97,0.11,0.14,-12.83,-1.07,-17.58,-30.47,-16.41,1.21,-0.34,-1.89,12.817
0.33,0.98,0.12,0.42,-13.39,-3.37,-18.46,-29.88,-16.11,1.22,-0.33,-1.9,12.8907
0.28,0.97,0.11,2.38,-7.03,-0.65,-17.87,-29.59,-16.7,1.27,-0.28,-1.94,12.9643
0.32,0.99,0.06,0.2,-9.42,-0.85,-18.16,-30.47,-16.7,1.25,-0.32,-1.9,13.0382
0.31,0.99,0.08,-0.6,-0.18,0.79,-18.75,-30.76,-16.41,1.26,-0.3,-1.91,13.1117
0.33,0.97,0.08,-2.48,-0.16,0.31,-18.16,-31.35,-16.7,1.23,-0.33,-1.89,13.1856
0.34,0.98,0.08,-4.57,-14.76,-6.37,-18.46,-29.88,-16.7,1.23,-0.33,-1.91,13.2553
0.28,0.98,0.17,-3.94,-4.0,-4.14,-18.46,-30.47,-16.11,1.25,-0.27,-1.93,13.329
0.36,0.99,0.14,-5.36,1.31,-0.62,-17.87,-30.76,-16.41,1.2,-0.34,-1.88,13.4026
0.28,0.95,0.07,-4.05,-3.78,1.91,-18.46,-31.05,-16.11,1.27,-0.29,-1.9,13.4764
0.29,0.96,0.11,-3.34,14.8,7.03,-18.16,-31.05,-16.11,1.26,-0.29,-1.9,13.55
0.34,0.95,0.14,-9.78,13.2,4.22,-17.87,-30.76,-16.11,1.2,-0.34,-1.88,13.6199
0.32,0.96,0.06,-18.47,-0.89,2.97,-17.58,-30.47,-14.36,1.24,-0.32,-1.85,13.6935
0.32,1.08,-0.23,-39.7,4.32,-4.84,-17.58,-30.76,-14.06,1.22,-0.28,-1.88,13.7672
0.42,1.27,-0.06,-61.7,-112.07,-6.84,-17.87,-31.35,-12.89,1.25,-0.32,-1.8,13.841
0.35,1.18,0.26,-19.2,-34.13,-0.63,-19.04,-32.23,-12.6,1.21,-0.28,-1.84,13.9146
0.4,0.85,0.46,35.47,32.33,-23.33,-20.51,-32.81,-10.55,0.95,-0.39,-1.85,13.9884
0.46,0.68,0.31,104.55,5.14,-35.61,-23.14,-32.81,-13.77,0.89,-0.55,-1.86,14.062
0.4,0.74,0.17,141.42,8.08,-13.32,-26.37,-31.93,-16.99,1.04,-0.48,-1.93,14.1319
0.3,0.88,-0.07,133.94,12.22,2.66,-27.25,-31.35,-21.39,1.23,-0.33,-2.04,14.2056
0.45,1.01,-0.42,43.54,-66.41,-7.26,-28.12,-31.35,-22.85,1.03,-0.39,-2.11,14.2792
0.19,1.01,-0.53,-35.74,45.58,-7.86,-29.88,-30.76,-22.27,1.06,-0.16,-2.28,14.3531
0.25,1.16,-0.37,-83.87,100.06,-10.3,-31.35,-31.05,-20.21,1.2,-0.21,-2.17,14.4267
0.26,0.78,0.57,-77.13,23.25,-10.48,-31.05,-30.76,-18.16,0.89,-0.26,-2.23,14.5003
0.19,0.95,0.16,-65.22,18.3,-9.45,-31.64,-30.76,-16.41,1.31,-0.2,-2.06,14.5741
0.24,0.99,0.34,-74.76,-60.49,-17.56,-31.35,-30.76,-14.94,1.17,-0.23,-2.09,14.6438
0.16,0.95,0.21,-73.23,-61.91,-17.36,-30.76,-31.64,-13.77,1.3,-0.17,-2.02,14.7177
0.24,1.0,0.27,-92.06,-73.06,-15.65,-30.18,-32.23,-12.3,1.23,-0.23,-1.97,14.7913
0.14,1.13,-0.23,-89.46,-39.02,10.15,-29.0,-33.11,-10.84,1.34,-0.12,-1.94,14.865
0.11,1.39,-0.4,-83.36,35.9,41.21,-30.18,-32.81,-8.5,1.28,-0.07,-1.98,14.9386
0.89,2.0,-1.08,-32.81,-250.0,-2.37,-31.35,-35.74,-10.25,0.96,-0.37,-1.96,15.0124
0.64,1.1,1.16,21.78,13.1,-36.79,-34.28,-32.81,-14.94,0.69,-0.38,-2.22,15.0822
0.56,0.49,1.12,186.26,42.39,-82.24,-34.28,-26.95,-24.9,0.37,-0.43,-2.37,15.156
0.6,-0.1,0.84,249.99,18.73,-54.21,-30.47,-23.14,-33.4,-0.1,-0.61,-2.22,15.2297
0.44,0.05,0.77,202.02,117.41,3.33,-23.73,-22.56,-38.38,0.05,-0.52,-2.14,15.3033
0.4,0.85,-0.41,-39.59,-175.0,-4.2,-21.97,-22.85,-39.55,0.98,-0.4,-2.34,15.377
0.89,2.0,-0.07,-99.29,11.28,-20.17,-22.85,-22.27,-36.62,1.15,-0.42,-2.3,15.4507
0.37,0.5,1.24,-98.01,86.88,24.48,-22.56,-24.61,-32.52,0.37,-0.27,-2.32,15.5243
0.18,0.97,0.3,-112.01,-100.04,-9.87,-23.14,-24.32,-31.05,1.22,-0.18,-2.41,15.5981
0.32,1.0,0.15,-101.24,-78.51,-13.1,-23.73,-24.02,-30.76,1.23,-0.31,-2.3,15.6681
0.13,1.04,0.21,-101.6,-13.77,12.46,-23.44,-24.02,-28.12,1.33,-0.13,-2.4,15.7416
0.16,1.36,-0.45,-118.45,-88.93,11.26,-24.02,-24.32,-25.49,1.23,-0.11,-2.4,15.8154
0.05,1.36,-0.79,-66.89,58.52,108.93,-20.51,-27.83,-21.39,1.04,-0.03,-2.35,15.8891
-0.37,1.96,0.64,-44.2,-0.36,59.56,-18.75,-29.59,-18.75,1.21,0.18,-2.41,15.9627
1.12,1.26,1.31,114.59,-81.98,-43.06,-20.51,-30.18,-17.58,0.63,-0.55,-2.0,16.0365
0.45,-0.04,1.0,249.99,22.25,-105.26,-23.14,-27.25,-21.68,-0.04,-0.42,-2.16,16.1103
0.43,-0.35,1.07,235.53,182.92,-5.87,-24.32,-25.2,-25.78,-0.3,-0.36,-2.09,16.18
0.89,0.95,-0.35,146.63,-52.99,-52.49,-25.2,-22.85,-29.88,0.78,-0.72,-2.13,16.2537
-0.16,0.59,0.05,-66.01,88.22,30.69,-26.07,-23.44,-28.42,1.29,0.27,-2.77,16.3274
0.14,0.44,1.33,-81.87,193.11,42.18,-26.07,-24.61,-25.49,0.32,-0.1,-2.44,16.401
0.81,0.95,0.47,-138.23,-173.71,-6.38,-26.95,-24.61,-22.85,0.8,-0.65,-2.14,16.4747
0.12,1.0,0.1,-108.15,-54.01,-12.74,-26.37,-25.2,-20.8,1.42,-0.11,-2.24,16.5485
-0.11,1.21,-0.21,-100.23,-22.8,5.49,-26.66,-24.9,-19.34,1.38,0.09,-2.42,16.6223
0.27,1.18,-0.25,-121.22,-62.91,13.03,-26.37,-25.2,-17.29,1.26,-0.22,-2.15,16.692
0.14,1.19,-0.77,-60.98,210.21,84.14,-25.2,-24.61,-14.06,0.99,-0.1,-2.31,16.7657
-0.14,1.88,0.82,-49.13,-128.73,45.59,-25.78,-25.49,-14.65,1.15,0.07,-2.38,16.8394
1.13,1.4,1.12,128.71,-87.59,-59.66,-24.9,-21.97,-19.34,0.72,-0.56,-2.22,16.913
0.53,-0.02,1.0,247.25,0.79,-115.67,-24.9,-18.75,-24.02,-0.02,-0.49,-2.3,16.987
0.45,-0.56,1.17,214.89,106.23,-11.52,-23.14,-16.99,-30.18,-0.42,-0.34,-2.0,17.0605
0.99,0.94,-0.53,123.55,-72.47,-56.21,-20.21,-15.23,-32.81,0.7,-0.74,-2.2,17.1342
0.29,0.86,0.25,-19.14,89.16,43.88,-21.09,-14.94,-31.05,1.15,-0.31,-2.49,17.2043
0.27,0.16,0.89,-54.75,208.02,28.21,-19.92,-16.41,-29.3,0.17,-0.29,-2.34,17.2778
0.23,0.87,0.44,-117.41,-135.9,5.24,-19.92,-17.29,-28.12,1.05,-0.23,-2.48,17.3517
0.2,0.95,-0.2,-57.39,74.12,3.15,-19.92,-17.87,-26.95,1.28,-0.21,-2.45,17.4251
0.12,1.01,-0.13,-84.34,-31.69,-3.66,-19.34,-16.7,-25.78,1.4,-0.12,-2.51,17.4988
0.32,0.99,-0.1,-32.91,-52.35,13.94,-18.75,-16.99,-23.73,1.24,-0.32,-2.33,17.5726
