Ax,Ay,Az,Gx,Gy,Gz,Mx,My,MZ,Roll,Pitch,Yaw,Time
-0.01,-0.14,0.76,9.98,23.74,5.17,-10.55,-22.85,-15.23,-0.18,0.01,-1.89,0.046
-0.16,-0.12,0.65,1.29,15.14,5.49,-9.08,-22.56,-15.53,-0.18,0.23,-1.85,0.0464
-0.11,-0.12,0.73,2.66,0.39,0.6,-9.96,-22.27,-15.53,-0.16,0.15,-1.9,0.0468
-0.11,-0.14,0.77,5.68,-9.56,-8.14,-9.96,-22.85,-14.94,-0.17,0.13,-1.88,0.0472
-0.07,-0.14,0.71,4.04,-4.1,-15.48,-9.38,-23.14,-15.82,-0.2,0.1,-1.83,0.0477
-0.14,-0.13,0.72,4.2,-2.66,-4.2,-9.67,-22.56,-15.23,-0.17,0.19,-1.88,0.0481
-0.13,-0.16,0.75,3.43,-6.35,-0.88,-9.96,-22.56,-15.82,-0.2,0.16,-1.86,0.0485
-0.1,-0.13,0.75,14.95,-40.98,-6.93,-9.67,-24.02,-14.65,-0.17,0.13,-1.86,0.0489
-0.03,-0.11,0.72,6.41,-30.93,-15.61,-9.96,-24.02,-14.65,-0.15,0.05,-1.88,0.0493
-0.05,-0.12,0.73,-1.82,-12.67,-3.91,-9.38,-24.32,-14.36,-0.16,0.06,-1.85,0.0497
0.0,-0.16,0.8,-1.13,-9.67,-0.81,-10.25,-24.61,-14.65,-0.19,-0.0,-1.86,0.0501
0.08,-0.13,0.77,8.54,-20.8,-17.86,-9.96,-25.49,-14.65,-0.16,-0.1,-1.86,0.0505
0.04,-0.11,0.81,17.11,-21.87,-12.73,-9.38,-25.2,-13.77,-0.13,-0.05,-1.86,0.0509
0.09,-0.11,0.75,5.77,-11.81,-13.84,-9.67,-24.9,-13.48,-0.14,-0.11,-1.87,0.0513
0.12,-0.11,0.72,2.28,-22.7,-23.13,-9.67,-26.07,-13.77,-0.14,-0.17,-1.86,0.0517
0.13,-0.12,0.82,6.27,-35.61,-36.52,-9.08,-26.37,-14.06,-0.14,-0.15,-1.83,0.0521
0.16,-0.1,0.76,9.76,-27.24,-28.94,-9.08,-27.25,-12.89,-0.12,-0.2,-1.84,0.0525
0.12,-0.06,0.73,-0.74,-12.01,-7.68,-9.08,-27.54,-12.6,-0.09,-0.17,-1.85,0.0529
0.17,-0.11,0.75,-9.85,11.1,24.49,-8.5,-26.66,-13.18,-0.15,-0.22,-1.82,0.0533
0.19,-0.13,0.73,-12.71,24.67,35.58,-9.67,-26.37,-13.77,-0.17,-0.25,-1.85,0.0537
0.16,-0.15,0.77,-9.39,40.05,36.04,-8.79,-25.49,-13.77,-0.19,-0.2,-1.82,0.0541
0.15,-0.17,0.75,-16.2,48.68,41.68,-9.67,-24.9,-14.65,-0.22,-0.19,-1.83,0.0545
0.13,-0.2,0.84,-1.49,10.78,16.18,-9.67,-24.32,-15.23,-0.23,-0.15,-1.82,0.0549
0.06,-0.2,0.75,11.59,0.64,-0.79,-9.38,-24.32,-14.65,-0.26,-0.07,-1.79,0.0553
0.0,-0.14,0.7,0.04,1.43,2.91,-9.38,-24.02,-15.23,-0.2,0.0,-1.82,0.0557
-0.0,-0.17,0.72,-9.83,6.68,0.98,-9.67,-24.32,-14.06,-0.24,0.0,-1.82,0.0561
0.01,-0.2,0.75,0.27,3.04,3.21,-9.38,-24.02,-15.23,-0.25,-0.01,-1.79,0.0564
0.01,-0.19,0.77,12.23,-3.51,-1.19,-9.38,-24.32,-14.36,-0.24,-0.01,-1.8,0.0568
-0.01,-0.2,0.77,12.29,1.98,2.33,-9.96,-23.73,-14.65,-0.26,0.01,-1.82,0.0572
0.01,-0.16,0.69,10.12,1.9,5.51,-9.67,-24.61,-14.36,-0.23,-0.01,-1.82,0.0576
-0.01,-0.14,0.74,2.73,4.03,4.76,-10.25,-24.32,-14.65,-0.19,0.02,-1.86,0.058
0.01,-0.16,0.75,1.04,1.37,0.65,-9.96,-23.44,-14.36,-0.21,-0.02,-1.85,0.0584
-0.01,-0.15,0.73,1.94,-1.05,-1.14,-9.38,-24.02,-14.65,-0.2,0.02,-1.82,0.0588
-0.01,-0.16,0.73,-4.29,1.11,0.4,-9.67,-24.32,-15.23,-0.22,0.01,-1.82,0.0592
0.01,-0.17,0.77,2.39,-1.93,-2.88,-9.38,-24.32,-14.94,-0.22,-0.01,-1.81,0.0596
-0.02,-0.17,0.76,1.49,-3.89,-5.74,-9.67,-24.32,-15.23,-0.22,0.02,-1.82,0.0599
-0.02,-0.19,0.79,19.14,-4.15,1.4,-9.67,-24.32,-14.65,-0.23,0.03,-1.81,0.0603
-0.01,-0.08,0.58,-12.4,-6.59,-2.6,-10.55,-24.9,-14.65,-0.14,0.02,-1.9,0.0607
-0.01,-0.23,0.88,-4.86,9.08,7.2,-9.96,-23.73,-14.36,-0.25,0.01,-1.82,0.0611
0.02,-0.2,0.81,16.51,-1.15,-2.88,-9.38,-24.02,-14.94,-0.25,-0.03,-1.8,0.0615
0.15,-0.17,0.74,16.19,-17.71,-41.19,-9.67,-24.61,-14.36,-0.22,-0.2,-1.84,0.0619
-0.09,-0.12,0.64,-5.96,1.61,-8.39,-8.5,-24.32,-15.23,-0.18,0.14,-1.79,0.0623
0.0,-0.14,0.78,-3.81,17.34,14.63,-9.38,-24.61,-14.94,-0.18,-0.0,-1.83,0.0627
-0.02,-0.15,0.75,-1.7,13.29,10.69,-9.67,-24.61,-14.65,-0.2,0.02,-1.83,0.1244
0.07,-0.18,0.81,11.96,-11.48,-19.65,-9.96,-24.61,-14.94,-0.22,-0.08,-1.83,0.1982
-0.01,-0.17,0.74,14.92,-6.97,-21.6,-9.67,-24.61,-14.94,-0.22,0.01,-1.81,0.2719
-0.04,-0.15,0.7,-2.38,-4.01,-3.43,-8.79,-24.02,-14.36,-0.2,0.06,-1.8,0.3457
0.03,-0.14,0.76,2.2,-4.02,-6.41,-8.5,-24.9,-14.06,-0.18,-0.04,-1.8,0.4193
0.14,-0.16,0.79,7.84,-21.3,-37.77,-8.79,-25.49,-14.06,-0.2,-0.18,-1.81,0.493
0.06,-0.11,0.66,-8.56,-40.32,-50.64,-8.2,-25.2,-14.06,-0.17,-0.09,-1.8,0.5668
-0.07,-0.22,0.79,-24.42,-71.57,3.59,-8.2,-27.25,-14.06,-0.27,0.09,-1.71,0.6406
0.31,-0.23,0.74,-32.94,-124.27,-32.76,-7.62,-28.12,-12.89,-0.28,-0.38,-1.79,0.7143
0.61,-0.3,0.86,-23.82,-228.55,-99.75,-6.45,-32.52,-13.48,-0.28,-0.59,-1.8,0.7881
0.72,-0.21,0.48,-14.29,-157.94,-24.82,-6.45,-34.57,-13.48,-0.23,-0.94,-1.91,0.8619
1.24,-0.19,0.48,-38.05,-70.27,-95.48,-6.45,-36.62,-13.18,-0.14,-1.18,-1.95,0.9356
0.63,-0.28,0.6,33.88,-105.41,-48.05,-7.03,-38.09,-14.94,-0.32,-0.75,-1.86,1.0094
0.82,-0.09,0.13,28.93,-137.38,-1.12,-6.45,-39.84,-16.11,-0.11,-1.38,-1.99,1.0831
0.94,-0.15,-0.06,19.65,-114.75,55.4,-7.91,-39.84,-16.99,-0.16,-1.4,-2.09,1.1569
1.07,-0.11,-0.23,-19.53,-89.79,27.13,-7.32,-39.84,-18.75,-0.1,-1.33,-1.95,1.2306
1.13,-0.19,0.21,34.03,-107.54,-43.91,-8.2,-40.14,-19.92,-0.17,-1.32,-2.01,1.3044
1.2,-0.19,-0.12,11.29,-127.9,-51.61,-8.79,-41.31,-21.39,-0.15,-1.39,-2.03,1.378
0.66,-0.08,-0.44,-12.58,-220.09,-13.0,-8.2,-40.72,-24.32,-0.1,-0.98,-1.8,1.4519
1.11,-0.12,-0.68,-29.88,-214.29,-30.22,-9.67,-39.55,-28.71,-0.1,-1.02,-1.82,1.5256
0.5,0.06,-1.09,-9.85,-211.26,13.09,-8.79,-36.91,-32.52,0.05,-0.43,-1.77,1.5992
0.65,0.04,-1.27,13.12,-145.77,-30.38,-8.5,-35.45,-36.04,0.03,-0.47,-1.76,1.673
0.39,-0.03,-1.24,39.69,-111.86,-30.16,-9.08,-34.28,-36.91,-0.02,-0.3,-1.76,1.7469
0.24,-0.03,-1.38,37.5,-81.14,-19.07,-8.5,-31.93,-38.38,-0.02,-0.17,-1.77,1.8205
0.21,-0.04,-1.47,29.34,-61.0,-1.44,-7.62,-30.76,-39.55,-0.03,-0.14,-1.75,1.8943
-0.27,-0.01,-1.4,-7.31,-71.81,40.87,-8.2,-29.3,-39.84,-0.01,0.19,-1.92,1.9681
0.17,-0.03,-1.3,-3.23,-25.27,-15.59,-7.62,-28.42,-39.55,-0.03,-0.13,-1.77,2.0418
-0.07,-0.11,-1.14,0.11,-92.87,-37.64,-7.91,-27.83,-40.72,-0.09,0.06,-1.72,2.1156
-0.32,-0.12,-1.21,-14.21,-63.31,-27.68,-7.91,-25.49,-41.02,-0.1,0.25,-1.8,2.1893
-0.33,0.16,-1.0,1.5,-67.46,-26.91,-8.5,-25.49,-40.72,0.15,0.32,-2.49,2.2628
-0.51,-0.09,-1.27,-78.66,-173.65,59.91,-9.96,-21.39,-40.43,-0.07,0.38,-2.54,2.3368
-0.66,-0.04,-0.93,-40.43,-155.22,51.26,-11.13,-19.63,-39.55,-0.04,0.61,2.53,2.4106
-0.25,0.02,-0.72,-18.77,-185.07,-29.1,-10.55,-17.29,-37.79,0.02,0.34,-2.83,2.4842
-0.67,0.23,-0.84,-45.72,-117.42,-66.44,-10.55,-16.7,-37.5,0.21,0.66,2.66,2.558
-0.8,-0.01,-0.39,27.63,-24.59,-17.33,-9.38,-16.11,-36.04,-0.01,1.11,1.92,2.6316
-0.98,-0.0,-0.41,20.48,-54.27,-2.46,-9.38,-15.53,-35.74,-0.0,1.18,1.9,2.7054
-0.79,-0.09,-0.24,60.62,-67.04,-18.84,-8.2,-14.94,-34.86,-0.1,1.26,1.76,2.7791
-1.2,0.01,-0.6,-2.86,-117.1,-36.14,-8.2,-15.53,-33.69,0.01,1.11,1.92,2.8528
-0.71,0.0,-0.41,-47.72,-99.88,-14.02,-8.79,-14.94,-30.76,0.0,1.05,2.0,2.9266
-0.84,-0.12,0.26,44.35,-85.21,-19.07,-7.91,-14.94,-29.88,-0.14,1.24,1.76,3.0003
-0.93,-0.07,0.1,37.98,-69.31,30.17,-7.62,-16.11,-27.54,-0.07,1.44,1.81,3.0741
-0.56,-0.06,-0.11,-11.36,-100.19,19.5,-8.79,-15.53,-24.61,-0.11,1.35,1.88,3.1515
-0.46,-0.14,0.35,19.41,-64.72,6.17,-9.38,-16.7,-23.44,-0.24,0.88,1.88,3.2213
-0.4,-0.11,0.52,85.27,-81.76,4.55,-9.08,-17.87,-21.09,-0.17,0.65,-2.79,3.2951
-0.45,-0.01,0.75,39.38,-228.84,-49.49,-9.38,-21.09,-16.41,-0.01,0.54,-2.32,3.3727
-0.53,0.08,0.56,-28.89,-241.68,-4.87,-8.79,-24.61,-14.06,0.11,0.75,-2.52,3.4427
0.25,0.06,0.61,-14.05,-88.71,-25.04,-9.08,-26.37,-12.6,0.09,-0.38,-1.88,3.5166
0.3,-0.02,0.8,30.97,-78.53,-27.28,-9.08,-29.0,-12.01,-0.03,-0.36,-1.85,3.5941
0.26,0.03,0.74,-4.88,-121.06,0.85,-8.5,-30.76,-11.13,0.04,-0.33,-1.83,3.6638
0.5,0.01,0.68,-6.12,-101.16,-12.37,-8.79,-33.11,-10.84,0.01,-0.63,-1.83,3.7378
0.45,-0.07,0.89,140.09,-91.25,-22.44,-10.84,-35.16,-11.13,-0.07,-0.47,-1.87,3.8153
0.43,0.21,0.3,66.37,-154.05,-16.59,-12.6,-36.62,-11.72,0.39,-0.85,-1.7,3.8889
0.79,0.35,0.27,-6.36,-172.17,-50.61,-13.48,-38.38,-13.77,0.4,-1.06,-1.64,3.9627
0.6,0.38,0.37,67.73,-148.48,85.54,-14.06,-40.43,-15.53,0.5,-0.85,-1.64,4.0365
1.36,0.26,0.04,-0.68,-77.5,12.01,-12.3,-40.43,-16.41,0.19,-1.38,-1.78,4.1102
1.13,0.2,0.09,-13.97,-90.13,-20.87,-12.3,-41.02,-17.87,0.17,-1.38,-1.8,4.184
1.07,0.18,-0.08,52.4,-120.5,4.23,-12.3,-41.31,-19.92,0.17,-1.39,-1.79,4.2577
1.1,0.35,-0.57,-5.14,-67.49,-5.96,-13.77,-41.89,-21.09,0.28,-1.02,-1.73,4.3314
1.36,0.25,-0.48,-55.06,-69.85,-59.24,-14.65,-41.89,-22.85,0.17,-1.19,-1.82,4.4052
0.93,0.38,-0.24,11.19,-164.35,-38.77,-14.36,-41.02,-25.78,0.38,-1.12,-1.66,4.4789
0.95,0.32,-0.87,62.74,-132.5,-7.58,-14.06,-40.43,-29.3,0.24,-0.8,-1.8,4.5527
0.83,0.4,-0.9,13.68,-106.73,-14.18,-14.65,-38.96,-30.76,0.32,-0.7,-1.84,4.6266
0.65,0.32,-0.8,38.6,-151.13,-6.11,-14.36,-36.91,-32.23,0.3,-0.64,-1.86,4.7001
0.35,0.33,-1.05,57.01,-170.39,24.23,-12.89,-35.45,-35.16,0.29,-0.31,-1.97,4.7739
0.49,0.3,-1.21,38.3,-212.44,31.04,-12.3,-32.52,-37.79,0.23,-0.37,-1.94,4.8477
0.18,0.2,-1.21,9.11,-115.91,-1.7,-12.3,-31.64,-39.55,0.16,-0.14,-2.02,4.9213
0.09,0.18,-1.18,58.7,-166.05,21.25,-11.72,-28.12,-41.31,0.15,-0.08,-2.08,4.9951
0.03,0.18,-1.47,-24.23,-88.26,-5.29,-11.72,-25.78,-40.72,0.12,-0.02,-2.12,5.069
-0.26,0.15,-1.12,7.42,-143.05,9.1,-11.72,-22.56,-41.31,0.13,0.23,-2.51,5.1426
-0.25,0.21,-0.98,12.84,-140.65,-0.98,-12.01,-20.21,-39.84,0.21,0.24,-2.69,5.2164
-0.32,0.26,-0.82,-21.23,-112.45,-53.39,-11.43,-18.75,-39.55,0.28,0.36,-2.99,5.29
-0.92,0.09,-0.74,71.54,-147.13,30.99,-10.25,-17.58,-38.38,0.08,0.89,2.18,5.3638
-0.92,0.12,-0.58,53.76,-207.84,-2.0,-10.25,-15.82,-35.74,0.11,1.0,2.14,5.4376
-1.07,0.11,-0.65,-6.49,-125.5,48.01,-10.55,-14.36,-33.69,0.08,1.02,2.12,5.5113
-0.81,0.14,-0.18,22.52,-148.01,-15.02,-10.25,-14.65,-31.05,0.17,1.29,2.06,5.585
-0.89,0.07,-0.02,31.35,-235.4,-32.91,-9.67,-14.94,-28.42,0.08,1.49,1.96,5.6588
-0.85,0.23,-0.11,-13.61,-128.59,21.75,-9.96,-14.94,-24.32,0.26,1.29,2.24,5.7325
-0.77,0.06,0.27,-19.32,-71.59,25.95,-9.96,-15.23,-22.85,0.07,1.23,2.18,5.8062
-0.8,0.16,0.42,-3.76,-106.62,35.05,-10.25,-17.58,-21.68,0.18,1.06,2.53,5.8799
-0.6,0.19,0.37,-43.37,-191.8,-3.54,-10.55,-19.04,-18.46,0.27,0.96,2.89,5.9539
-0.25,0.07,0.92,14.39,-157.46,-18.71,-9.96,-21.97,-16.11,0.07,0.26,-2.16,6.0274
-0.29,0.11,0.94,28.78,-187.68,5.09,-10.84,-24.02,-14.06,0.11,0.3,-2.18,6.1012
0.02,0.17,0.44,6.0,-118.29,-1.61,-10.84,-26.07,-12.6,0.36,-0.05,-2.06,6.175
0.41,0.1,0.6,-22.67,-214.05,-75.78,-11.43,-30.76,-11.43,0.14,-0.59,-1.88,6.2487
0.57,-0.35,0.68,-83.68,-203.87,-40.66,-9.08,-33.98,-11.72,-0.38,-0.64,-1.92,6.3262
