Ax,Ay,Az,Gx,Gy,Gz,Mx,My,MZ,Roll,Pitch,Yaw,Time
-0.16,1.03,-0.18,0.15,-14.67,5.32,-21.39,-16.99,-23.14,1.34,0.16,-2.72,1.4941
-0.06,1.01,-0.16,3.96,7.94,-3.04,-20.21,-15.82,-22.85,1.4,0.06,-2.65,1.5678
-0.09,1.05,-0.13,-0.09,7.95,-0.58,-21.39,-17.29,-24.32,1.42,0.08,-2.65,1.6414
-0.12,1.02,-0.17,5.05,-0.34,-4.83,-21.68,-17.29,-25.49,1.37,0.11,-2.71,1.7152
-0.08,0.99,-0.18,6.16,-3.24,-3.53,-21.39,-16.7,-24.32,1.38,0.08,-2.68,1.7889
-0.08,1.02,-0.17,2.76,-0.24,-0.2,-21.97,-17.58,-24.61,1.39,0.08,-2.66,1.8587
-0.07,1.02,-0.17,4.59,4.03,-2.77,-22.27,-16.41,-24.32,1.39,0.06,-2.67,1.9325
-0.12,1.05,-0.17,4.98,-1.53,-1.58,-22.56,-16.7,-25.2,1.38,0.11,-2.72,2.0061
-0.11,0.99,-0.18,31.11,10.49,-18.57,-21.68,-16.99,-24.32,1.36,0.11,-2.69,2.0799
-0.03,1.02,-0.2,18.59,16.87,-13.99,-21.68,-16.41,-23.44,1.37,0.03,-2.62,2.1535
-0.09,0.98,-0.22,43.62,4.07,-20.42,-21.68,-16.99,-25.2,1.33,0.08,-2.69,2.2272
-0.12,0.97,-0.32,37.43,5.15,-23.92,-20.8,-15.82,-25.2,1.24,0.11,-2.76,2.297
-0.15,1.02,-0.31,28.53,4.91,-16.67,-22.27,-17.29,-26.95,1.25,0.14,-2.77,2.3707
-0.21,0.98,-0.32,22.64,-4.93,-1.59,-21.09,-15.23,-27.25,1.2,0.2,-2.88,2.4444
-0.21,1.04,-0.36,14.46,-8.55,2.2,-23.44,-16.99,-26.66,1.19,0.19,-2.83,2.5181
-0.15,1.08,-0.33,41.03,29.34,-39.73,-20.51,-15.23,-27.83,1.25,0.13,-2.82,2.5924
-0.21,0.91,-0.49,32.42,-16.4,39.47,-20.8,-17.29,-28.42,1.04,0.2,-2.85,2.6655
-0.04,0.88,-0.49,83.15,17.49,-57.11,-21.09,-16.11,-29.88,1.06,0.04,-2.76,2.7392
-0.23,0.91,-0.55,99.39,3.78,-31.77,-19.92,-17.58,-29.59,0.99,0.21,-2.86,2.8091
-0.18,0.98,-0.67,73.55,12.54,8.27,-19.92,-17.29,-31.05,0.95,0.15,-2.83,2.8827
-0.2,0.91,-0.78,71.86,24.37,34.11,-18.46,-17.87,-31.93,0.85,0.16,-2.83,2.9565
-0.06,0.92,-0.9,50.6,44.84,0.15,-19.04,-16.7,-32.23,0.79,0.05,-2.75,3.0302
-0.03,0.79,-0.93,47.99,37.53,3.17,-15.23,-16.7,-31.64,0.71,0.03,-2.69,3.1038
-0.09,0.73,-1.0,98.43,12.45,-22.87,-14.94,-16.11,-31.64,0.63,0.07,-2.73,3.1777
-0.05,0.61,-1.07,117.55,9.34,19.55,-13.77,-17.29,-32.52,0.52,0.04,-2.63,3.2475
-0.08,0.48,-1.19,132.0,16.69,7.01,-12.6,-16.99,-32.81,0.38,0.07,-2.59,3.321
0.02,0.33,-1.21,145.76,10.64,-1.05,-11.43,-19.04,-34.57,0.27,-0.02,-2.37,3.3949
-0.03,0.14,-1.27,188.63,-38.56,-2.08,-8.2,-18.16,-33.4,0.11,0.02,-2.17,3.4685
0.03,-0.07,-1.48,193.6,-40.27,12.67,-4.98,-16.99,-33.11,-0.05,-0.02,-1.76,3.5422
-0.16,-0.32,-1.17,174.48,-46.96,-6.23,-4.69,-18.75,-32.52,-0.26,0.13,-1.26,3.616
-0.07,-0.4,-1.05,100.44,17.28,9.32,-3.81,-18.75,-32.52,-0.36,0.06,-1.11,3.6895
-0.14,-0.56,-0.99,90.28,3.62,-5.71,-2.05,-17.58,-30.47,-0.51,0.12,-0.77,3.7596
-0.14,-0.66,-0.91,83.86,4.14,-34.6,-1.17,-18.75,-30.47,-0.62,0.13,-0.69,3.833
-0.1,-0.71,-0.82,71.91,8.4,-29.43,-0.88,-19.34,-28.12,-0.71,0.09,-0.73,3.9068
-0.07,-0.72,-0.76,8.58,5.47,0.24,-0.88,-19.92,-29.0,-0.76,0.07,-0.73,3.9804
-0.05,-0.74,-0.77,-15.3,24.07,-4.6,-0.29,-18.46,-26.66,-0.77,0.05,-0.73,4.0541
-0.1,-0.74,-0.75,-58.5,0.82,6.35,-1.17,-19.34,-28.42,-0.78,0.09,-0.69,4.1239
-0.08,-0.69,-0.86,-103.58,1.01,-6.12,-1.76,-18.75,-29.88,-0.67,0.07,-0.75,4.1976
-0.03,-0.55,-0.97,-148.97,13.31,26.7,-4.98,-20.21,-33.11,-0.52,0.02,-1.01,4.2714
-0.02,-0.4,-1.08,-150.63,11.23,47.45,-5.27,-18.16,-31.64,-0.35,0.01,-1.24,4.3451
-0.03,-0.28,-1.18,-115.45,20.81,9.51,-6.45,-18.16,-33.11,-0.24,0.03,-1.48,4.4187
-0.14,-0.22,-1.26,-63.91,-2.49,-14.96,-6.15,-18.75,-33.4,-0.17,0.11,-1.58,4.4926
-0.06,-0.07,-1.24,-84.92,8.92,-9.9,-8.5,-18.46,-33.4,-0.06,0.05,-1.94,4.5625
0.01,0.08,-1.22,-98.52,35.18,-7.7,-9.67,-18.16,-33.69,0.07,-0.01,-2.14,4.6359
-0.02,0.16,-1.25,-103.45,23.49,-28.78,-12.3,-17.87,-34.57,0.13,0.01,-2.34,4.7096
-0.03,0.26,-1.21,-102.33,-9.32,-0.1,-13.48,-19.63,-34.86,0.21,0.02,-2.4,4.7833
0.03,0.46,-1.19,-133.53,27.27,14.43,-16.11,-20.21,-33.98,0.37,-0.02,-2.48,4.8571
0.02,0.57,-1.15,-118.8,3.56,16.39,-17.58,-19.04,-33.11,0.46,-0.01,-2.57,4.9308
0.07,0.69,-1.01,-99.84,37.99,-11.22,-17.29,-19.63,-31.35,0.6,-0.06,-2.54,5.0045
0.09,0.83,-0.92,-106.35,28.79,6.23,-17.87,-17.58,-29.88,0.73,-0.07,-2.59,5.0742
0.14,0.89,-0.8,-106.32,37.27,-5.84,-19.92,-19.34,-29.88,0.83,-0.11,-2.55,5.148
0.11,0.94,-0.67,-115.97,4.24,30.53,-21.39,-21.09,-26.95,0.95,-0.1,-2.52,5.2216
0.2,1.26,-0.22,-85.33,0.22,19.62,-19.34,-19.34,-23.44,1.33,-0.16,-2.38,5.2953
0.21,1.08,-0.35,-172.16,-29.25,63.56,-21.97,-22.56,-24.02,1.21,-0.19,-2.34,5.3691
0.24,0.85,-0.21,-61.67,25.79,-41.4,-19.92,-20.21,-20.8,1.21,-0.27,-2.26,5.4428
0.18,1.04,-0.03,-139.34,-18.73,10.98,-19.92,-22.85,-20.8,1.4,-0.17,-2.22,5.5164
0.22,1.11,0.25,-40.15,8.78,-6.12,-20.21,-21.68,-19.34,1.28,-0.19,-2.25,5.5863
0.22,1.01,0.09,2.06,11.18,4.14,-20.51,-21.97,-20.51,1.34,-0.21,-2.22,5.6601
0.22,1.0,0.15,0.94,16.04,3.12,-21.09,-21.97,-19.63,1.31,-0.22,-2.22,5.7335
0.17,1.01,0.1,-30.97,-17.99,15.06,-20.21,-21.09,-18.16,1.38,-0.16,-2.22,5.8073
0.21,0.98,0.12,-10.69,-15.72,-0.47,-20.8,-22.85,-19.04,1.33,-0.21,-2.18,5.8811
0.23,0.93,0.12,23.58,2.2,-12.28,-20.8,-23.44,-19.63,1.29,-0.24,-2.16,5.9508
0.22,1.04,0.16,-15.68,1.3,4.15,-19.92,-23.14,-19.63,1.31,-0.21,-2.19,6.0245
0.21,0.97,0.14,0.89,-1.61,-1.62,-19.63,-20.21,-19.04,1.31,-0.21,-2.24,6.0982
0.2,0.95,0.14,7.74,-0.95,-0.74,-19.92,-22.27,-18.46,1.32,-0.2,-2.19,6.1719
0.21,0.94,0.12,43.24,-8.48,-8.34,-19.63,-21.97,-19.92,1.32,-0.21,-2.21,6.2457
0.22,0.96,0.06,94.13,-4.09,-9.19,-21.39,-22.56,-21.68,1.34,-0.22,-2.23,6.3193
0.21,1.05,-0.02,68.59,11.0,-7.24,-21.39,-21.39,-21.68,1.38,-0.19,-2.27,6.389
0.2,0.99,-0.13,98.88,24.86,-13.84,-20.8,-21.68,-24.9,1.34,-0.19,-2.33,6.4628
0.18,0.94,-0.31,179.78,28.7,-17.13,-20.51,-20.51,-25.2,1.21,-0.18,-2.4,6.5364
0.19,0.99,-0.61,249.99,3.42,-25.68,-19.04,-19.63,-28.71,1.0,-0.16,-2.49,6.6112
0.13,0.95,-0.84,225.2,-15.23,19.2,-17.87,-18.46,-30.47,0.84,-0.1,-2.56,6.684
0.17,0.71,-1.03,229.59,-15.03,7.41,-14.06,-19.92,-32.81,0.6,-0.14,-2.44,6.7577
0.15,0.46,-1.2,184.49,-16.14,-11.77,-12.89,-19.04,-33.4,0.37,-0.12,-2.36,6.8314
0.06,0.24,-1.3,154.3,-0.79,-53.21,-8.79,-18.46,-32.23,0.18,-0.05,-2.2,6.9011
0.11,0.05,-1.31,117.23,26.35,-28.46,-8.79,-19.63,-33.4,0.04,-0.08,-1.99,6.9747
0.11,-0.15,-1.23,165.36,28.42,-35.74,-6.74,-20.51,-32.52,-0.12,-0.09,-1.7,7.0486
0.17,-0.38,-1.27,249.99,23.38,-64.09,-6.15,-21.97,-32.23,-0.29,-0.13,-1.48,7.1223
0.24,-0.55,-1.11,225.78,37.37,-50.55,-2.64,-22.56,-28.71,-0.45,-0.19,-1.29,7.1959
0.33,-0.65,-0.87,179.08,71.48,16.96,-2.34,-24.02,-26.37,-0.61,-0.3,-1.3,7.2697
0.38,-0.84,-0.63,222.31,79.03,12.47,-1.76,-24.9,-24.32,-0.85,-0.35,-1.27,7.3434
0.36,-0.85,-0.31,107.7,59.2,13.19,-0.88,-24.32,-21.09,-1.06,-0.38,-1.29,7.4133
0.31,-0.84,-0.19,61.49,32.24,12.95,-0.88,-25.2,-20.51,-1.16,-0.35,-1.27,7.4869
0.3,-0.87,-0.08,56.29,25.57,4.11,-1.17,-23.14,-18.46,-1.22,-0.34,-1.26,7.5606
0.25,-0.87,0.04,16.2,10.3,-6.58,-1.76,-24.9,-19.04,-1.29,-0.28,-1.22,7.6343
0.31,-0.88,-0.01,7.0,12.62,-12.31,-0.29,-24.32,-18.46,-1.23,-0.34,-1.28,7.7079
0.27,-0.84,0.03,-59.65,-28.05,-5.71,0.0,-24.02,-19.34,-1.26,-0.31,-1.22,7.7817
0.3,-0.89,-0.08,-82.27,-43.66,-4.67,0.29,-24.02,-21.39,-1.23,-0.32,-1.19,7.8514
0.3,-0.79,-0.2,-157.05,-73.1,-5.68,0.29,-22.56,-23.44,-1.14,-0.35,-1.15,7.9252
0.39,-0.77,-0.54,-221.6,-70.97,19.26,-2.93,-23.14,-26.37,-0.86,-0.39,-1.27,7.9989
0.21,-0.94,-0.91,-250.0,-50.45,122.07,-3.52,-21.39,-29.88,-0.79,-0.16,-1.01,8.0726
0.1,-0.59,-1.07,-250.0,-5.61,102.56,-5.27,-19.04,-32.23,-0.5,-0.08,-1.13,8.1463
0.18,-0.33,-1.14,-158.02,-1.17,26.27,-7.91,-19.34,-33.69,-0.28,-0.15,-1.54,8.22
0.0,-0.12,-1.3,-142.65,-24.47,-6.9,-9.08,-20.51,-34.28,-0.09,-0.0,-1.85,8.2938
0.08,0.16,-1.27,-161.25,5.63,-24.93,-12.89,-19.04,-34.86,0.12,-0.06,-2.24,8.3635
-0.01,0.29,-1.25,-158.72,-16.94,-51.52,-14.36,-17.58,-32.23,0.23,0.01,-2.46,8.4372
