Ax,Ay,Az,Gx,Gy,Gz,Mx,My,MZ,Roll,Pitch,Yaw,Time
0.63,0.54,-1.0,34.48,12.43,23.33,-18.75,-19.92,-33.69,0.43,-0.5,-2.22,0.0125
0.48,0.62,-0.95,-1.66,-2.53,-6.37,-18.16,-19.92,-33.4,0.53,-0.4,-2.29,0.0127
0.62,0.53,-0.98,-14.02,-13.43,-21.78,-19.92,-18.75,-33.11,0.43,-0.51,-2.25,0.0129
0.54,0.61,-1.04,46.73,18.42,37.09,-17.58,-20.8,-33.11,0.48,-0.42,-2.24,0.0131
0.53,0.62,-0.93,-56.34,-14.12,-28.75,-19.04,-20.21,-33.69,0.52,-0.44,-2.27,0.0133
0.62,0.48,-1.0,49.87,6.62,14.98,-19.34,-20.51,-33.98,0.39,-0.51,-2.21,0.0135
0.51,0.59,-0.93,-15.98,13.98,-9.35,-18.16,-21.68,-33.98,0.51,-0.43,-2.23,0.0137
0.69,0.5,-0.99,4.49,-15.59,-23.32,-19.34,-20.51,-33.69,0.4,-0.56,-2.18,0.0139
0.58,0.56,-1.0,25.38,23.59,32.04,-17.87,-22.27,-33.98,0.45,-0.47,-2.19,0.014
0.57,0.58,-0.94,-20.94,-19.79,-32.73,-19.04,-21.68,-34.28,0.49,-0.48,-2.22,0.0142
0.63,0.5,-1.01,23.9,9.44,21.09,-18.75,-20.8,-33.69,0.4,-0.51,-2.19,0.0144
0.54,0.59,-0.94,-6.48,-2.21,-8.48,-18.75,-21.39,-34.28,0.5,-0.45,-2.23,0.0146
0.63,0.52,-1.0,2.34,-3.85,-6.74,-19.63,-20.8,-33.69,0.41,-0.51,-2.21,0.0147
0.58,0.57,-0.98,12.15,9.83,14.13,-18.46,-21.39,-33.98,0.46,-0.47,-2.21,0.0149
0.59,0.55,-0.97,-3.6,-11.61,-13.82,-18.75,-21.68,-33.98,0.45,-0.48,-2.2,0.0151
0.61,0.54,-1.0,6.26,5.22,5.52,-19.34,-21.68,-33.69,0.43,-0.49,-2.2,0.0153
0.6,0.56,-0.97,5.91,-0.78,2.08,-18.75,-20.8,-33.98,0.46,-0.49,-2.21,0.0154
0.58,0.53,-0.99,-0.89,-4.29,-6.36,-18.75,-21.09,-33.11,0.43,-0.48,-2.21,0.0156
0.61,0.53,-0.97,8.45,2.88,3.36,-17.87,-21.09,-33.4,0.43,-0.51,-2.18,0.0158
0.57,0.54,-0.98,3.0,-1.93,-1.13,-19.34,-21.09,-34.57,0.44,-0.47,-2.23,0.0159
0.61,0.54,-0.97,-0.03,-2.01,-4.54,-19.04,-21.39,-33.98,0.44,-0.5,-2.2,0.0161
0.6,0.53,-0.99,8.45,-1.0,5.1,-18.75,-21.68,-33.98,0.43,-0.49,-2.2,0.0163
0.58,0.55,-0.98,-1.68,-1.91,-4.2,-18.46,-21.09,-33.4,0.45,-0.48,-2.21,0.0164
0.61,0.53,-0.99,5.17,0.13,-0.36,-17.58,-21.68,-34.28,0.43,-0.5,-2.17,0.0166
0.58,0.53,-0.98,2.31,1.09,-1.2,-18.75,-20.8,-33.98,0.44,-0.48,-2.22,0.0168
0.6,0.53,-0.98,3.44,-2.15,-2.0,-18.46,-21.68,-33.69,0.43,-0.49,-2.19,0.0169
0.59,0.53,-0.98,4.48,0.54,1.2,-19.04,-21.39,-34.28,0.43,-0.48,-2.21,0.0171
0.6,0.54,-0.98,1.7,-0.72,-2.22,-18.16,-21.39,-33.4,0.44,-0.49,-2.19,0.0173
0.6,0.53,-0.99,4.26,-0.05,-0.88,-19.34,-20.8,-34.57,0.43,-0.49,-2.22,0.0175
0.59,0.54,-0.98,-0.52,-1.69,-3.44,-18.16,-21.39,-34.57,0.44,-0.49,-2.19,0.0177
0.6,0.53,-0.98,8.0,-3.68,-1.01,-19.04,-21.09,-34.28,0.43,-0.49,-2.21,0.0179
0.57,0.53,-0.98,3.06,2.5,-1.69,-18.46,-21.97,-33.98,0.44,-0.47,-2.2,0.018
0.63,0.51,-0.97,0.55,-4.81,-1.56,-19.34,-21.09,-33.98,0.42,-0.52,-2.2,0.0182
0.56,0.55,-0.98,14.25,4.04,9.0,-18.75,-21.68,-33.98,0.45,-0.46,-2.21,0.0184
0.6,0.52,-0.98,-4.04,-4.49,-10.6,-19.04,-21.09,-34.28,0.43,-0.49,-2.21,0.0185
0.62,0.5,-0.98,-5.5,-3.59,2.08,-18.75,-20.8,-33.69,0.41,-0.51,-2.19,0.0187
0.56,0.56,-0.98,17.28,2.7,10.09,-19.04,-21.97,-34.57,0.46,-0.46,-2.22,0.0189
0.6,0.53,-0.99,-15.36,-10.07,-14.02,-19.34,-21.39,-34.28,0.43,-0.49,-2.21,0.019
0.6,0.51,-0.99,14.69,1.76,9.0,-19.04,-21.97,-34.28,0.42,-0.5,-2.19,0.0192
0.56,0.54,-0.96,-0.21,-3.07,2.38,-18.16,-20.21,-33.4,0.45,-0.47,-2.22,0.0194
0.61,0.51,-0.98,-2.59,-6.53,-9.57,-19.04,-20.8,-33.98,0.42,-0.51,-2.2,0.0196
0.6,0.52,-0.98,10.45,12.43,4.28,-19.04,-21.09,-34.28,0.42,-0.5,-2.2,0.0197
0.56,0.56,-0.99,19.25,-7.72,-3.36,-18.16,-21.39,-34.28,0.46,-0.46,-2.21,0.0199
0.63,0.52,-1.01,-26.42,6.23,-2.29,-18.46,-21.09,-33.4,0.41,-0.5,-2.19,0.0201
0.59,0.57,-0.97,27.96,2.27,5.27,-17.87,-21.68,-33.98,0.47,-0.48,-2.19,0.0202
0.62,0.5,-0.99,-22.44,-8.17,-7.74,-18.46,-20.8,-33.4,0.41,-0.51,-2.19,0.0204
0.56,0.55,-0.99,17.01,-4.1,16.04,-18.75,-21.09,-34.28,0.45,-0.46,-2.23,0.0206
0.62,0.53,-0.96,-22.42,-3.75,-12.97,-18.75,-21.68,-33.98,0.43,-0.51,-2.18,0.0207
0.58,0.51,-0.94,-2.37,-23.64,23.42,-18.75,-20.8,-33.98,0.43,-0.5,-2.2,0.0209
0.51,0.54,-0.95,0.69,7.79,3.23,-18.16,-20.8,-33.98,0.46,-0.44,-2.24,0.0211
0.61,0.55,-0.96,5.13,-8.09,-9.48,-18.46,-20.51,-33.4,0.45,-0.5,-2.21,0.0212
0.59,0.53,-1.0,0.83,4.97,2.51,-18.16,-20.21,-33.11,0.43,-0.48,-2.21,0.0214
0.61,0.57,-0.95,7.74,-3.97,-3.61,-18.75,-21.09,-34.57,0.47,-0.5,-2.2,0.0216
0.6,0.53,-1.02,2.69,-0.09,5.52,-19.04,-21.68,-33.98,0.42,-0.48,-2.2,0.0217
0.59,0.57,-0.94,-1.13,-1.74,-1.74,-18.75,-20.51,-33.11,0.48,-0.49,-2.22,0.0219
0.6,0.52,-1.01,6.74,-1.0,-1.53,-18.75,-21.09,-33.69,0.41,-0.49,-2.2,0.0221
0.61,0.57,-0.95,2.38,1.43,3.4,-18.46,-20.8,-33.69,0.47,-0.5,-2.21,0.0222
0.61,0.56,-0.98,-15.54,-14.61,-10.29,-17.87,-20.21,-33.98,0.45,-0.49,-2.21,0.0224
0.59,0.55,-1.05,32.4,15.6,20.19,-17.87,-21.09,-33.69,0.43,-0.46,-2.2,0.0225
0.55,0.6,-0.91,-27.13,-21.85,-24.57,-18.75,-20.51,-33.69,0.51,-0.46,-2.24,0.0227
0.63,0.48,-1.05,23.38,7.15,22.93,-19.04,-20.21,-33.69,0.37,-0.5,-2.2,0.0229
0.52,0.62,-0.9,-6.84,-0.26,-2.97,-17.87,-19.92,-33.69,0.53,-0.45,-2.25,0.023
0.61,0.5,-1.02,0.62,-11.53,-16.89,-18.75,-21.39,-33.11,0.39,-0.49,-2.19,0.0232
0.59,0.58,-0.95,17.04,18.25,23.82,-18.16,-20.51,-33.98,0.48,-0.49,-2.21,0.0233
0.54,0.56,-0.98,-10.68,-18.67,-24.33,-18.46,-20.51,-33.11,0.47,-0.45,-2.24,0.0235
0.66,0.52,-1.0,6.26,18.84,11.23,-17.87,-19.92,-32.81,0.41,-0.53,-2.18,0.0236
0.5,0.62,-0.98,14.81,3.49,0.92,-18.16,-21.39,-33.4,0.52,-0.41,-2.25,0.0238
0.69,0.53,-1.03,-23.9,-14.46,-22.13,-19.04,-20.51,-33.4,0.4,-0.54,-2.19,0.024
0.6,0.59,-0.99,21.38,15.75,29.41,-18.16,-20.8,-33.4,0.47,-0.48,-2.21,0.0241
0.55,0.58,-0.98,-8.51,-12.96,-17.76,-17.29,-20.8,-33.4,0.48,-0.45,-2.21,0.0243
0.65,0.52,-0.99,-1.99,0.57,-1.14,-18.16,-21.09,-33.4,0.41,-0.53,-2.17,0.0244
0.57,0.56,-0.97,15.25,4.86,10.18,-18.75,-21.09,-33.69,0.46,-0.47,-2.22,0.0246
0.59,0.55,-0.98,-10.31,-6.93,-11.94,-19.04,-20.51,-33.69,0.45,-0.48,-2.23,0.0248
0.61,0.54,-0.99,10.25,4.65,5.2,-18.46,-20.51,-33.98,0.44,-0.5,-2.2,0.0249
0.58,0.56,-0.98,1.9,-0.56,-3.65,-18.46,-20.51,-33.11,0.45,-0.48,-2.22,0.0251
0.6,0.54,-0.98,1.4,-0.07,-1.89,-17.87,-20.21,-32.52,0.44,-0.49,-2.2,0.0252
0.59,0.55,-0.98,6.03,0.06,0.25,-18.16,-21.09,-33.4,0.45,-0.48,-2.2,0.0254
0.59,0.54,-0.97,1.01,-0.94,-2.22,-18.46,-20.8,-33.11,0.45,-0.49,-2.21,0.0255
0.59,0.54,-0.99,4.72,-0.43,-0.05,-19.04,-21.09,-34.28,0.44,-0.49,-2.21,0.0257
0.6,0.55,-0.98,1.87,0.66,-0.37,-18.75,-20.51,-33.4,0.45,-0.49,-2.22,0.0259
0.59,0.55,-0.98,5.33,-2.56,-1.81,-18.46,-19.92,-33.69,0.45,-0.49,-2.22,0.026
0.61,0.54,-0.98,-1.05,-0.61,0.21,-18.46,-20.51,-33.69,0.44,-0.5,-2.2,0.0262
0.57,0.57,-0.97,6.0,-1.28,1.98,-18.16,-21.09,-33.69,0.47,-0.47,-2.21,0.0263
0.61,0.55,-0.99,-4.26,-0.35,-3.15,-19.04,-20.51,-33.69,0.44,-0.5,-2.22,0.0265
0.59,0.54,-0.98,9.62,-0.79,2.37,-18.46,-21.09,-33.98,0.44,-0.49,-2.2,0.0267
0.58,0.55,-0.98,-2.37,-1.71,-2.15,-18.46,-20.8,-33.4,0.45,-0.48,-2.21,0.0268
0.6,0.54,-0.98,5.72,-0.5,-1.85,-18.46,-20.51,-33.4,0.44,-0.49,-2.21,0.027
0.6,0.55,-0.98,1.98,0.69,2.32,-18.16,-20.8,-33.4,0.44,-0.49,-2.2,0.0271
0.57,0.55,-0.97,6.09,-5.34,-5.84,-17.87,-21.09,-33.69,0.45,-0.47,-2.2,0.0273
0.62,0.54,-0.99,1.07,6.0,3.98,-18.16,-21.09,-33.4,0.43,-0.5,-2.19,0.0274
0.58,0.56,-0.97,5.52,-3.38,-1.33,-19.04,-20.8,-33.4,0.46,-0.48,-2.23,0.0276
0.6,0.54,-0.98,-1.89,-2.4,-2.46,-18.75,-20.51,-33.11,0.44,-0.49,-2.21,0.0278
0.6,0.55,-0.98,5.63,-0.5,2.62,-18.16,-20.51,-33.69,0.44,-0.49,-2.21,0.0279
0.59,0.55,-0.98,0.02,-1.72,-1.37,-18.16,-20.51,-33.4,0.45,-0.48,-2.21,0.0281
0.61,0.54,-0.98,2.81,-0.6,1.3,-18.46,-20.51,-33.98,0.44,-0.5,-2.21,0.0282
0.59,0.54,-0.98,3.33,-1.49,0.32,-18.46,-20.21,-33.11,0.44,-0.48,-2.22,0.0284
0.59,0.54,-0.98,1.33,-1.85,-1.47,-18.46,-20.8,-33.69,0.44,-0.49,-2.21,0.0285
0.6,0.54,-0.98,1.98,-0.6,1.47,-18.16,-20.21,-33.4,0.44,-0.49,-2.21,0.0287
0.59,0.55,-0.98,2.66,-2.85,0.2,-18.46,-21.09,-33.98,0.45,-0.48,-2.21,0.0288
0.6,0.54,-0.98,2.27,-1.4,-0.95,-18.46,-20.8,-33.4,0.44,-0.49,-2.21,0.029
0.6,0.54,-0.98,4.47,0.66,3.2,-18.75,-20.51,-33.98,0.44,-0.49,-2.21,0.0292
0.58,0.55,-0.97,2.4,-4.45,-3.71,-17.87,-20.8,-33.98,0.45,-0.48,-2.2,0.0293
0.59,0.53,-0.98,1.93,-0.92,0.48,-18.16,-20.51,-33.4,0.43,-0.49,-2.2,0.0295
0.6,0.55,-0.97,3.62,-0.48,1.39,-19.04,-21.09,-33.69,0.45,-0.5,-2.21,0.0296
0.59,0.55,-0.98,3.1,-1.77,-0.8,-17.58,-20.51,-32.81,0.45,-0.48,-2.2,0.0298
0.61,0.54,-0.98,2.11,0.82,-1.71,-17.29,-20.8,-33.69,0.44,-0.5,-2.18,0.0299
0.59,0.54,-0.98,6.06,0.51,0.22,-18.46,-21.68,-33.69,0.44,-0.49,-2.19,0.0301
0.59,0.55,-0.98,0.68,-0.48,-2.79,-18.16,-20.8,-33.11,0.45,-0.49,-2.2,0.0302
0.61,0.54,-0.98,4.24,0.63,-0.54,-18.46,-21.09,-33.4,0.44,-0.5,-2.2,0.0304
0.59,0.55,-0.98,2.36,-0.29,-0.6,-18.75,-20.8,-33.4,0.45,-0.49,-2.21,0.0305
0.6,0.54,-0.98,2.6,-1.18,-1.33,-18.46,-20.8,-33.98,0.44,-0.49,-2.2,0.0307
0.6,0.54,-0.98,4.17,0.24,0.08,-17.87,-20.8,-33.69,0.44,-0.49,-2.2,0.0308
0.59,0.54,-0.98,1.95,-1.39,-1.45,-18.75,-21.39,-33.69,0.44,-0.49,-2.2,0.0309
0.6,0.54,-0.99,3.97,-0.36,0.33,-18.75,-20.8,-32.81,0.44,-0.49,-2.21,0.0311
0.6,0.55,-0.98,1.72,-0.43,-0.45,-18.16,-21.09,-33.4,0.44,-0.49,-2.2,0.0312
0.6,0.54,-0.98,3.1,-1.95,-0.67,-18.46,-21.09,-33.98,0.44,-0.49,-2.2,0.0314
0.6,0.54,-0.98,3.14,0.15,0.18,-17.87,-21.09,-33.69,0.44,-0.49,-2.19,0.0315
0.6,0.54,-0.98,2.86,-0.95,-1.59,-18.75,-20.51,-33.11,0.44,-0.49,-2.21,0.0317
0.6,0.55,-0.98,2.72,-0.07,-0.05,-18.46,-20.51,-33.69,0.44,-0.49,-2.21,0.0318
0.6,0.54,-0.97,2.88,-1.89,-0.66,-18.16,-20.21,-33.69,0.44,-0.49,-2.21,0.032
0.6,0.54,-0.98,3.85,0.19,-1.1,-18.46,-21.09,-33.69,0.44,-0.49,-2.2,0.0321
0.6,0.55,-0.98,3.13,0.48,-1.03,-18.46,-20.51,-33.69,0.44,-0.49,-2.21,0.0323
0.6,0.54,-0.98,2.82,-1.62,-0.33,-18.16,-20.51,-33.11,0.44,-0.49,-2.21,0.0324
0.6,0.54,-0.98,2.24,-1.45,-0.71,-18.46,-21.39,-33.11,0.44,-0.49,-2.19,0.0325
0.6,0.54,-0.98,2.14,-1.27,0.6,-18.16,-20.8,-32.81,0.44,-0.49,-2.2,0.0327
0.6,0.54,-0.98,2.72,-2.78,0.31,-18.16,-21.09,-33.69,0.44,-0.49,-2.2,0.0328
0.6,0.54,-0.98,2.62,0.01,1.39,-18.46,-21.09,-33.69,0.44,-0.49,-2.2,0.033
0.6,0.54,-0.98,2.72,-1.34,-2.15,-18.16,-21.09,-33.4,0.44,-0.49,-2.2,0.0331
0.6,0.54,-0.98,3.47,0.17,-0.31,-18.46,-20.51,-33.4,0.44,-0.49,-2.21,0.0333
0.6,0.54,-0.98,2.44,-1.18,0.0,-17.87,-21.09,-33.69,0.44,-0.49,-2.19,0.0334
0.59,0.54,-0.98,2.19,-1.1,-0.55,-18.46,-21.09,-33.98,0.44,-0.49,-2.2,0.0336
0.6,0.54,-0.98,2.6,-1.72,0.12,-17.58,-20.51,-33.4,0.44,-0.49,-2.2,0.0337
0.6,0.54,-0.98,2.85,-1.76,-0.14,-18.16,-20.51,-33.11,0.44,-0.49,-2.21,0.0338
0.6,0.54,-0.98,2.27,-0.89,0.34,-19.04,-21.09,-33.4,0.44,-0.49,-2.21,0.034
0.6,0.54,-0.98,3.47,-0.44,-1.82,-17.87,-20.8,-33.69,0.44,-0.49,-2.19,0.0341
0.6,0.54,-0.98,2.13,0.66,-0.92,-18.16,-21.09,-32.81,0.44,-0.49,-2.19,0.0343
0.6,0.54,-0.98,2.88,-1.08,0.45,-18.75,-20.51,-33.69,0.44,-0.49,-2.22,0.0344
0.6,0.54,-0.98,1.53,-2.14,-1.11,-18.16,-20.8,-33.98,0.44,-0.49,-2.2,0.0346
0.6,0.53,-0.98,3.72,-1.0,1.65,-18.46,-20.8,-33.4,0.44,-0.49,-2.2,0.0347
0.6,0.55,-0.97,1.88,-3.54,-7.02,-18.16,-21.09,-33.98,0.45,-0.49,-2.2,0.0349
0.62,0.54,-1.0,5.39,-3.25,8.83,-18.46,-21.09,-33.69,0.43,-0.5,-2.2,0.0351
0.58,0.59,-0.98,-4.71,-4.33,-4.43,-18.46,-20.21,-33.4,0.47,-0.47,-2.23,0.0352
0.64,0.55,-0.98,7.42,0.58,-0.63,-18.75,-21.39,-33.69,0.44,-0.52,-2.19,0.0354
0.57,0.55,-0.96,-2.73,-4.08,-9.33,-18.46,-21.09,-33.69,0.46,-0.48,-2.21,0.0355
0.62,0.54,-0.99,14.18,7.13,10.89,-17.87,-21.09,-33.4,0.43,-0.5,-2.18,0.0357
0.57,0.56,-0.96,-6.9,-5.2,-10.89,-18.16,-20.51,-33.4,0.46,-0.47,-2.22,0.0358
0.64,0.52,-0.98,8.68,1.2,0.85,-18.75,-21.09,-33.4,0.42,-0.52,-2.18,0.036
0.58,0.55,-0.97,5.63,1.83,3.75,-18.75,-20.8,-33.11,0.45,-0.48,-2.22,0.0361
0.61,0.54,-0.98,-4.4,-4.81,-8.08,-18.16,-21.09,-33.69,0.44,-0.5,-2.19,0.0363
0.61,0.53,-0.98,9.99,3.21,5.2,-18.16,-21.09,-33.4,0.43,-0.5,-2.19,0.0364
0.59,0.55,-0.97,-1.73,-0.76,-4.84,-18.75,-21.09,-33.69,0.45,-0.49,-2.21,0.0366
0.61,0.53,-0.98,4.48,-1.3,-0.81,-18.75,-20.8,-33.11,0.43,-0.5,-2.2,0.0367
0.6,0.55,-0.98,2.72,1.75,2.31,-18.46,-21.09,-33.98,0.45,-0.49,-2.2,0.0368
0.61,0.55,-0.98,1.13,-3.16,-4.08,-18.46,-20.51,-33.69,0.44,-0.5,-2.21,0.037
0.6,0.55,-0.98,4.3,1.12,1.97,-19.34,-21.09,-33.11,0.44,-0.49,-2.21,0.0371
0.6,0.55,-0.97,1.66,-1.51,-2.08,-19.04,-21.09,-33.69,0.45,-0.49,-2.21,0.0373
0.61,0.54,-0.98,2.95,-1.03,-0.38,-18.46,-20.8,-33.4,0.44,-0.5,-2.2,0.0374
0.6,0.54,-0.97,3.49,0.8,-0.84,-18.16,-20.8,-33.4,0.44,-0.5,-2.2,0.0376
0.6,0.54,-0.97,2.35,-0.99,-2.47,-18.75,-20.8,-33.69,0.45,-0.49,-2.21,0.0377
0.61,0.54,-0.98,3.4,0.65,0.14,-17.87,-20.8,-33.11,0.44,-0.5,-2.19,0.0379
0.6,0.55,-0.98,3.04,-1.26,-0.43,-18.16,-20.51,-33.4,0.45,-0.49,-2.2,0.038
0.6,0.54,-0.98,2.26,-0.68,0.05,-18.16,-20.8,-33.11,0.44,-0.49,-2.2,0.0381
0.61,0.54,-0.97,2.3,-2.17,-1.34,-18.16,-20.51,-33.69,0.44,-0.5,-2.2,0.0383
0.59,0.55,-0.98,4.17,0.95,-1.01,-18.46,-21.39,-33.69,0.45,-0.49,-2.2,0.0384
0.61,0.54,-0.98,2.46,-0.04,-0.87,-18.46,-20.21,-33.69,0.43,-0.5,-2.21,0.0386
0.6,0.54,-0.97,4.6,-0.89,-0.04,-18.16,-20.8,-33.11,0.45,-0.49,-2.2,0.0387
0.61,0.54,-0.97,0.16,-1.54,-0.73,-18.16,-20.51,-33.4,0.44,-0.5,-2.2,0.0389
0.61,0.55,-0.98,4.5,-0.63,0.77,-17.87,-20.51,-33.4,0.44,-0.5,-2.2,0.039
0.6,0.54,-0.97,1.38,-0.31,-0.63,-18.46,-21.09,-33.4,0.44,-0.5,-2.2,0.0392
