0,1,2,3,4,5,6,7,8,9,10,11
-0.06,1.03,-0.23,10.99,-6.23,-7.00,-28.71,12.60,0.06,1.34,2.52,-12.89
0.06,0.98,-0.26,16.56,-3.36,-16.60,-28.71,12.89,-0.06,1.30,2.61,-12.89
-0.02,1.14,0.17,56.50,-27.24,-17.11,-29.59,12.89,0.01,1.42,2.51,-13.77
-0.01,2.00,0.03,59.54,47.37,-25.36,-31.05,13.77,0.00,1.55,2.40,-14.65
-0.33,1.73,-1.40,-1.96,11.20,-24.76,-31.05,14.65,0.14,0.88,2.63,-14.94
-0.31,0.87,-1.13,-20.97,-1.66,6.14,-30.76,14.65,0.22,0.64,2.63,-14.06
-0.35,0.18,-0.65,-33.00,27.88,22.97,-31.93,15.82,0.48,0.24,2.59,-12.01
-0.21,-0.17,-0.31,-27.68,-0.18,25.87,-31.35,14.65,0.53,-0.43,2.54,-12.01
-0.01,-0.37,-0.16,3.19,4.13,1.54,-31.35,14.06,0.02,-1.17,1.66,-12.30
-0.10,-0.04,-0.49,34.70,-1.56,-6.54,-30.18,14.65,0.20,-0.09,2.62,-13.18
-0.19,0.53,-0.92,33.32,-10.64,-19.19,-30.47,14.65,0.18,0.51,2.66,-14.06
-0.35,1.27,-1.11,15.93,8.29,-16.20,-30.47,14.94,0.20,0.83,2.60,-15.53
-0.44,1.62,-0.85,-44.05,-23.70,-3.25,-29.00,14.65,0.24,1.03,2.51,-14.36
0.20,2.00,0.57,-29.47,-60.97,49.52,-28.71,11.72,-0.10,1.28,2.71,-13.77
0.80,1.40,-0.29,-11.47,71.04,-5.13,-28.42,12.60,-0.51,1.02,3.00,-13.48
-0.20,1.10,-0.27,-1.89,-15.41,9.74,-28.42,11.72,0.17,1.27,2.51,-13.18
0.06,0.93,-0.35,-1.07,-12.89,11.75,-28.71,10.84,-0.06,1.21,2.74,-13.77
-0.04,1.02,-0.26,-0.42,11.83,-1.93,-29.00,10.84,0.04,1.32,2.63,-13.48
-0.19,0.97,-0.42,3.78,-6.38,-2.42,-29.00,11.13,0.18,1.13,2.60,-12.89
-0.03,1.00,-0.25,3.74,2.51,-9.06,-29.00,10.55,0.03,1.32,2.63,-12.89
0.20,1.08,-0.12,10.22,21.55,-20.14,-29.88,11.43,-0.18,1.36,2.75,-13.48
-0.04,1.15,0.17,54.26,-41.66,-14.68,-29.59,11.72,0.03,1.42,2.55,-14.36
0.20,2.00,0.36,48.26,56.42,-32.26,-29.88,13.48,-0.10,1.37,2.66,-15.53
-0.62,1.85,-1.58,-7.45,18.51,-24.13,-31.05,14.06,0.25,0.83,2.60,-14.65
-0.28,0.86,-1.26,-23.09,17.30,18.89,-31.05,14.65,0.18,0.59,2.65,-13.48
-0.22,0.07,-0.61,-12.79,43.71,22.55,-31.35,14.94,0.35,0.11,2.62,-13.18
-0.14,-0.19,-0.37,-29.28,17.11,0.69,-31.35,15.23,0.32,-0.45,2.51,-12.30
-0.10,-0.41,-0.04,-1.60,-3.08,-12.90,-31.05,14.06,0.23,-1.32,1.53,-12.30
-0.13,-0.16,-0.35,32.97,-3.94,-15.32,-30.47,15.23,0.33,-0.41,2.50,-12.89
-0.25,0.40,-0.96,33.20,-13.40,-20.16,-30.47,15.23,0.24,0.38,2.63,-14.94
-0.24,1.29,-1.33,-4.94,-23.84,-2.60,-30.47,14.36,0.13,0.76,2.66,-14.65
-0.40,1.52,-0.92,-60.64,-11.85,-10.41,-29.88,14.65,0.22,0.99,2.55,-14.94
0.17,2.00,-0.14,-64.29,-30.99,57.98,-28.71,13.77,-0.08,1.46,2.51,-12.89
-0.44,0.91,0.04,-19.74,10.77,24.08,-29.59,12.01,0.45,1.12,2.42,-12.89
-0.07,0.90,-0.38,-8.57,8.05,3.52,-28.12,12.60,0.07,1.16,2.58,-11.72
-0.31,0.97,-0.47,-3.68,-20.28,4.94,-28.71,11.72,0.28,1.05,2.56,-12.89
-0.01,1.04,-0.14,-3.72,11.29,-1.26,-28.42,12.60,0.01,1.43,2.47,-12.30
-0.13,0.95,-0.29,1.05,-1.50,-9.57,-29.00,13.18,0.13,1.24,2.47,-11.43
-0.09,1.01,-0.26,8.15,-14.31,-3.99,-29.00,12.89,0.09,1.30,2.50,-12.30
-0.03,1.10,-0.02,16.17,-20.21,-4.24,-29.59,12.01,0.03,1.54,2.38,-12.30
-0.10,1.05,-0.17,21.24,-35.02,-17.04,-29.00,12.89,0.10,1.39,2.43,-12.60
0.12,1.36,0.83,153.00,-63.19,-16.20,-29.30,13.48,-0.08,1.02,2.73,-14.06
-0.11,2.00,-1.13,40.60,93.08,-6.42,-31.05,14.06,0.05,1.06,2.66,-15.23
-0.74,1.13,-1.62,3.81,-19.55,15.42,-31.93,14.65,0.36,0.57,2.60,-14.36
0.03,0.42,-1.14,-35.19,58.13,-0.49,-31.05,16.41,-0.03,0.36,2.70,-13.77
-0.37,-0.09,-0.54,-77.68,27.13,11.12,-31.05,16.41,0.60,-0.13,2.57,-11.43
-0.12,-0.42,-0.00,-32.98,3.12,22.04,-29.88,14.94,0.28,-1.29,1.69,-11.13
-0.02,-0.50,-0.07,27.55,1.05,0.00,-30.18,15.23,0.04,-1.43,1.20,-11.13
-0.14,0.06,-0.67,53.46,-27.19,-11.37,-31.05,14.94,0.21,0.09,2.64,-12.89
-0.22,0.87,-1.33,24.74,-24.12,-28.10,-30.18,14.94,0.14,0.58,2.66,-14.36
-0.36,1.52,-1.12,14.47,7.79,-41.29,-30.18,15.23,0.19,0.91,2.58,-15.23
-0.65,1.34,-0.85,-42.66,-48.14,29.93,-29.59,13.77,0.39,0.90,2.51,-14.06
1.17,1.72,0.52,-43.40,6.29,43.84,-28.42,12.89,-0.58,0.93,3.02,-12.60
0.40,1.29,-0.21,-22.48,89.87,-9.69,-29.00,13.18,-0.30,1.23,2.77,-11.43
-0.64,1.09,-0.20,-7.77,2.37,-8.79,-28.42,14.06,0.52,1.02,2.34,-12.01
0.25,1.01,-0.33,-7.87,39.04,-8.09,-29.00,13.77,-0.24,1.18,2.74,-12.01
-0.19,1.07,-0.26,3.81,-22.06,7.33,-28.42,14.36,0.17,1.28,2.38,-11.72
0.03,0.98,-0.32,3.54,-0.27,-1.01,-28.12,14.06,-0.03,1.25,2.55,-11.72
0.08,1.09,-0.14,10.67,4.39,-4.55,-28.42,14.65,-0.07,1.43,2.48,-12.60
0.14,1.03,-0.30,18.01,-21.44,-8.71,-29.00,13.48,-0.13,1.26,2.67,-13.18
0.16,1.15,0.38,34.16,-40.40,-19.50,-29.59,14.65,-0.13,1.22,2.64,-12.60
-0.64,2.00,0.43,158.42,-50.90,-3.37,-30.76,14.36,0.30,1.20,2.41,-14.94
-0.59,2.00,-2.00,10.19,-37.11,-12.53,-31.35,14.36,0.21,0.77,2.63,-15.23
-0.15,1.14,-1.47,-28.98,3.34,14.20,-31.05,15.23,0.08,0.66,2.67,-13.18
-0.35,0.10,-0.78,-87.88,35.78,34.42,-31.05,14.94,0.42,0.12,2.61,-11.43
-0.22,-0.72,-0.06,-34.27,3.10,36.45,-30.76,14.36,0.29,-1.26,1.82,-9.96
0.14,-0.75,0.06,24.09,17.32,-3.93,-30.18,14.65,-0.19,-1.37,1.07,-10.55
-0.14,-0.11,-0.49,59.15,7.70,-19.94,-31.35,14.36,0.27,-0.22,2.62,-11.13
-0.40,0.34,-0.95,68.33,-17.05,-11.01,-31.05,14.06,0.38,0.32,2.62,-14.06
-0.28,1.32,-1.32,-17.74,9.44,-16.18,-31.05,13.77,0.15,0.77,2.67,-15.23
-0.38,1.83,-1.41,-4.24,-7.00,-7.48,-29.88,14.06,0.17,0.90,2.62,-14.94
-0.22,1.94,0.71,-37.98,-81.91,60.90,-29.00,12.60,0.10,1.20,2.58,-13.77
0.44,1.37,-0.17,-18.60,62.15,7.47,-29.59,12.30,-0.31,1.24,2.82,-12.01
-0.31,1.07,-0.21,-2.76,-14.69,9.48,-28.71,12.89,0.28,1.23,2.42,-13.18
0.19,0.95,-0.34,0.11,-16.98,9.77,-29.00,11.13,-0.18,1.19,2.80,-12.89
0.06,1.04,-0.25,1.75,-2.50,1.61,-28.42,10.84,-0.05,1.33,2.65,-12.30
-0.09,0.98,-0.27,3.17,9.63,-5.70,-28.71,12.01,0.09,1.29,2.53,-12.30
-0.07,0.96,-0.26,7.22,-9.20,-7.86,-30.18,11.43,0.07,1.30,2.58,-12.60
-0.07,0.97,-0.28,12.46,-12.30,-15.68,-29.59,12.01,0.07,1.28,2.58,-13.48
0.31,1.09,-0.28,32.46,16.09,-29.90,-30.47,12.89,-0.27,1.20,2.81,-13.18
-0.10,2.00,1.30,154.24,-60.26,-10.34,-30.47,13.18,0.04,0.99,2.70,-15.53
-0.08,1.53,-1.38,13.52,121.40,14.14,-30.76,14.06,0.04,0.84,2.70,-14.65
-0.69,0.76,-1.56,-25.96,-24.64,30.18,-31.05,14.36,0.38,0.42,2.61,-13.48
-0.08,-0.04,-0.75,-51.17,66.67,21.00,-31.05,15.23,0.10,-0.05,2.65,-12.01
-0.31,-0.33,-0.29,-53.73,9.99,16.21,-30.18,14.65,0.61,-0.67,2.49,-10.25
-0.09,-0.55,0.04,-7.29,-3.33,2.01,-31.05,14.36,0.17,-1.39,1.49,-9.38
-0.04,-0.30,-0.33,44.91,6.18,-22.03,-31.05,14.94,0.10,-0.73,2.40,-10.25
-0.27,0.45,-1.03,51.25,-6.13,-29.76,-30.47,15.53,0.23,0.40,2.62,-13.48
-0.39,1.17,-1.46,28.09,18.25,-10.01,-30.18,15.82,0.21,0.66,2.60,-14.65
-0.32,1.80,-1.11,-48.64,-62.40,4.03,-29.59,14.94,0.15,1.00,2.55,-13.18
0.82,1.69,1.13,-41.28,100.42,-20.84,-28.71,14.06,-0.38,0.88,2.88,-12.30
0.83,0.89,-0.71,-24.59,77.69,-21.55,-28.71,14.36,-0.63,0.69,3.02,-12.60
-0.18,1.14,0.07,-1.66,-4.55,-2.16,-28.12,14.65,0.15,1.41,2.28,-11.72
0.04,1.03,-0.35,-1.28,25.67,-6.90,-28.12,14.94,-0.04,1.24,2.55,-12.60
-0.16,0.98,-0.32,0.72,0.81,-0.69,-28.42,14.94,0.16,1.22,2.43,-12.60
-0.15,1.01,-0.24,6.61,-15.27,3.14,-28.12,14.36,0.14,1.30,2.40,-12.60
-0.07,1.00,-0.25,11.04,-1.72,-8.74,-28.71,14.94,0.06,1.32,2.44,-12.89
-0.12,1.05,-0.14,22.77,-48.73,-1.04,-29.00,13.77,0.11,1.40,2.36,-12.01
0.23,1.23,0.44,56.15,-61.58,-10.90,-29.30,14.65,-0.18,1.18,2.69,-12.89
-0.78,2.00,0.14,125.35,-64.48,-14.65,-30.76,14.36,0.37,1.19,2.38,-15.23
-0.52,1.66,-1.74,1.16,2.44,-3.81,-31.64,15.53,0.21,0.74,2.60,-13.77
-0.17,0.82,-1.39,-24.61,-22.19,27.69,-31.35,14.36,0.10,0.53,2.69,-12.01
-0.22,-0.07,-0.62,-65.16,50.13,31.94,-30.47,14.65,0.34,-0.11,2.61,-11.43
-0.41,-0.53,-0.10,-28.14,-17.33,40.69,-30.76,13.18,0.65,-0.90,2.43,-9.96
0.11,-0.55,-0.08,13.03,-8.66,-0.32,-30.47,13.48,-0.20,-1.33,1.12,-10.55
-0.10,-0.11,-0.52,42.32,4.54,-34.58,-30.76,13.77,0.18,-0.21,2.64,-11.13
-0.59,0.61,-1.25,32.24,-9.74,-40.44,-31.35,14.65,0.40,0.42,2.60,-13.18
-0.41,1.59,-1.44,-0.79,17.78,-43.87,-30.18,15.23,0.19,0.81,2.60,-14.94
-0.37,2.00,-0.80,-111.22,-89.58,71.65,-29.59,13.77,0.17,1.15,2.50,-12.60
-0.66,0.94,0.73,-18.01,57.90,50.51,-29.30,13.18,0.50,0.76,2.52,-13.18
-0.45,0.80,-0.58,-12.36,-10.48,1.82,-28.71,13.48,0.43,0.83,2.50,-12.01
-0.02,1.03,-0.19,0.47,-7.15,8.07,-29.30,13.48,0.02,1.38,2.48,-12.60
0.02,1.08,-0.30,-5.54,23.03,-0.37,-29.30,13.48,-0.02,1.30,2.56,-12.30
-0.03,0.94,-0.31,0.89,-7.93,2.46,-28.71,13.18,0.03,1.26,2.55,-12.01
-0.21,0.97,-0.32,1.33,-20.26,-2.93,-29.00,13.18,0.20,1.19,2.47,-12.30
0.05,1.13,-0.03,12.53,-20.77,-6.60,-29.30,13.18,-0.04,1.52,2.40,-11.72
0.02,1.14,0.07,33.10,-37.28,-13.05,-29.00,13.48,-0.01,1.51,2.36,-11.43
-0.05,1.35,0.49,179.25,-68.63,-0.27,-30.18,13.48,0.04,1.22,2.61,-14.65
-0.12,1.86,-1.38,12.63,41.67,22.50,-31.93,14.36,0.05,0.93,2.68,-14.36
-0.45,1.11,-1.37,-4.36,-22.18,35.24,-31.64,12.89,0.25,0.66,2.67,-13.48
-0.01,0.25,-1.03,-43.24,42.37,21.66,-31.05,12.89,0.01,0.24,2.76,-11.43
-0.29,-0.26,-0.26,-64.96,21.47,23.08,-30.47,13.18,0.67,-0.59,2.57,-9.67
-0.10,-0.53,0.05,-7.17,2.01,8.83,-30.47,12.89,0.18,-1.37,1.52,-9.38
-0.07,-0.24,-0.28,39.64,-13.47,-19.83,-30.18,13.48,0.18,-0.69,2.46,-10.25
-0.12,0.13,-0.85,61.32,3.68,-35.39,-30.76,14.06,0.14,0.15,2.68,-12.89
-0.27,1.01,-1.44,42.62,34.34,-26.50,-30.76,14.06,0.15,0.60,2.68,-14.06
-0.84,1.63,-1.70,0.63,-92.66,18.86,-30.18,12.60,0.34,0.71,2.62,-14.36
1.07,1.89,1.16,-74.97,90.06,24.80,-29.30,12.60,-0.45,0.88,2.96,-12.89
0.98,1.27,-0.28,-20.32,97.28,-16.59,-29.30,12.60,-0.65,0.89,3.06,-12.60
-0.20,1.06,-0.21,-6.32,-12.48,-5.94,-27.83,12.60,0.18,1.31,2.43,-12.60
0.05,1.01,-0.17,-0.43,-4.71,2.18,-29.00,12.30,-0.05,1.40,2.55,-12.01
-0.18,1.00,-0.28,3.62,-25.21,5.57,-28.71,12.01,0.17,1.25,2.50,-12.30
-0.15,0.97,-0.32,6.00,-26.96,2.65,-29.59,11.43,0.15,1.22,2.56,-12.30
-0.04,1.04,-0.18,6.55,1.50,-10.99,-29.00,12.60,0.04,1.39,2.50,-12.89
0.13,1.01,-0.19,14.23,23.13,-20.03,-29.30,13.18,-0.12,1.35,2.64,-13.18
0.06,1.15,0.13,38.11,-35.87,-14.82,-29.00,13.18,-0.05,1.44,2.50,-12.60
-0.31,2.00,1.26,172.09,-49.59,-8.38,-31.05,13.18,0.13,1.00,2.65,-14.94
-0.55,1.43,-1.79,-3.71,9.22,4.01,-31.93,13.18,0.24,0.65,2.67,-14.36
-0.42,0.80,-1.39,-24.90,-2.56,22.74,-31.64,12.89,0.25,0.50,2.69,-12.89
-0.11,-0.05,-0.79,-39.34,50.22,18.48,-31.05,13.48,0.13,-0.06,2.68,-12.30
-0.23,-0.27,-0.24,-41.79,22.82,23.57,-30.76,13.48,0.57,-0.68,2.49,-10.84
