0,1,2,3,4,5,6,7,8,9,10,11
0.01,0.99,-0.21,0.28,-3.37,-2.44,-28.12,19.04,-0.01,1.36,2.40,-14.94
0.01,1.01,-0.36,1.71,4.78,-5.83,-28.42,19.34,-0.00,1.23,2.46,-14.94
0.02,0.99,-0.40,3.97,-6.52,-4.61,-28.12,19.34,-0.01,1.19,2.49,-15.53
0.01,1.00,-0.32,10.06,-17.70,-4.26,-28.12,19.34,-0.01,1.26,2.44,-14.94
0.02,1.02,-0.13,24.72,-32.80,-9.86,-28.12,19.04,-0.02,1.44,2.38,-15.53
-0.04,1.27,0.18,77.55,-38.54,9.02,-29.30,19.92,0.03,1.43,2.32,-15.53
-0.31,1.99,-0.76,22.97,-49.23,28.10,-29.59,19.34,0.15,1.18,2.40,-16.11
-0.08,0.91,-1.05,-1.24,-60.42,22.15,-30.18,18.46,0.06,0.71,2.60,-14.94
-0.00,0.68,-0.74,-13.31,-31.91,33.79,-29.59,17.87,0.00,0.74,2.63,-14.94
0.04,0.46,-0.64,-0.79,44.72,-2.59,-30.18,18.16,-0.06,0.62,2.67,-14.65
0.00,0.44,-0.52,8.68,16.11,-4.49,-30.47,18.75,-0.00,0.70,2.63,-15.53
0.03,0.39,-0.56,17.35,12.76,-10.60,-30.18,18.46,-0.04,0.61,2.66,-15.82
-0.02,0.57,-0.64,5.82,13.08,-24.11,-30.47,19.04,0.03,0.73,2.61,-16.11
-0.06,0.85,-0.73,-0.62,14.13,-3.78,-29.30,18.75,0.05,0.86,2.58,-16.70
-0.05,1.11,-0.78,-31.47,-4.10,1.71,-29.59,18.16,0.04,0.96,2.57,-15.82
-0.21,1.41,-0.53,-40.88,-1.30,3.74,-28.71,18.46,0.14,1.19,2.40,-15.23
-0.24,1.22,-0.08,-27.28,44.86,-5.67,-28.71,18.46,0.20,1.36,2.23,-14.36
0.07,0.89,-0.46,-13.88,18.97,1.89,-28.12,17.29,-0.07,1.09,2.61,-15.23
-0.03,1.04,-0.37,-4.39,4.07,4.32,-28.42,18.16,0.03,1.23,2.46,-14.65
0.11,1.02,-0.31,-0.11,-7.95,0.14,-28.12,17.87,-0.10,1.26,2.55,-14.65
0.07,0.98,-0.36,0.24,-10.53,0.56,-28.12,18.46,-0.06,1.22,2.52,-14.65
0.04,0.98,-0.41,-1.59,0.14,-2.95,-28.42,18.46,-0.04,1.17,2.51,-13.77
0.04,1.02,-0.28,4.30,-6.24,-4.97,-29.00,18.75,-0.03,1.30,2.46,-14.36
0.01,1.01,-0.18,13.66,-12.34,-8.38,-28.42,18.75,-0.01,1.40,2.36,-14.06
-0.01,1.04,-0.04,44.62,-13.66,1.76,-29.00,19.04,0.01,1.54,2.27,-15.23
-0.16,1.38,0.01,83.42,-25.15,6.38,-29.30,19.92,0.11,1.46,2.24,-16.11
0.19,1.04,-1.05,-0.05,25.47,6.84,-29.88,19.34,-0.13,0.77,2.67,-15.82
-0.06,0.80,-0.85,6.88,-15.87,-7.36,-30.47,20.51,0.05,0.76,2.56,-15.82
0.07,0.61,-0.70,-8.75,10.89,1.58,-29.00,19.92,-0.07,0.71,2.63,-15.53
-0.03,0.47,-0.56,-4.29,13.39,1.91,-29.59,19.92,0.04,0.69,2.58,-15.53
0.01,0.45,-0.51,6.55,-7.74,1.93,-29.59,19.92,-0.02,0.72,2.60,-15.82
0.02,0.53,-0.59,9.39,4.83,-10.54,-29.30,19.63,-0.03,0.73,2.61,-15.82
-0.06,0.73,-0.67,-3.69,-3.01,-8.51,-29.88,20.51,0.07,0.82,2.54,-16.11
-0.15,0.87,-0.70,-0.37,-18.78,10.40,-28.42,19.92,0.13,0.88,2.49,-16.41
0.01,1.02,-0.60,18.18,-55.31,27.01,-29.30,18.46,-0.01,1.04,2.57,-15.82
0.08,1.56,-0.19,-49.58,9.31,18.24,-28.71,18.16,-0.05,1.44,2.43,-15.53
-0.19,1.03,-0.31,-25.60,33.87,-5.20,-28.71,18.16,0.17,1.23,2.35,-14.65
-0.11,1.01,-0.40,-12.73,6.89,4.17,-28.42,17.87,0.10,1.18,2.43,-14.36
0.09,1.06,-0.37,-8.13,4.97,1.15,-28.12,17.58,-0.08,1.23,2.54,-14.06
0.11,1.03,-0.25,-2.85,-6.00,0.69,-28.42,17.58,-0.11,1.31,2.53,-14.06
0.05,0.99,-0.30,2.68,-7.51,-3.50,-28.71,18.16,-0.05,1.27,2.49,-14.06
0.03,0.98,-0.42,3.24,-12.28,-3.29,-28.42,17.87,-0.02,1.16,2.52,-13.77
0.08,1.00,-0.33,5.14,-6.85,-5.41,-27.83,18.16,-0.07,1.24,2.51,-14.06
0.11,1.02,-0.20,13.96,0.85,-15.55,-28.42,17.58,-0.11,1.35,2.51,-14.06
0.06,1.14,0.03,34.03,20.95,-15.95,-28.42,19.34,-0.05,1.51,2.35,-15.53
-0.28,1.35,-0.03,81.13,-34.99,10.19,-29.00,19.34,0.20,1.37,2.25,-16.41
0.26,0.96,-0.98,1.83,31.49,0.85,-29.30,19.04,-0.19,0.76,2.71,-15.53
-0.06,0.82,-0.79,1.83,-24.23,0.66,-28.71,20.51,0.05,0.81,2.53,-15.82
0.09,0.66,-0.65,-0.47,10.54,-0.21,-29.88,20.21,-0.10,0.78,2.63,-15.23
-0.10,0.52,-0.57,3.71,5.94,5.94,-29.88,19.92,0.13,0.73,2.53,-15.82
-0.05,0.44,-0.55,13.39,-12.60,8.20,-29.00,19.63,0.07,0.67,2.56,-15.23
0.05,0.58,-0.64,8.94,-2.27,-4.04,-29.88,19.04,-0.06,0.74,2.65,-16.41
-0.02,0.83,-0.72,-1.10,-0.23,-9.35,-29.30,19.04,0.02,0.85,2.59,-16.41
-0.10,1.00,-0.62,-4.92,10.07,3.71,-29.88,18.75,0.08,1.01,2.52,-16.11
-0.16,1.20,-0.39,-32.68,7.52,-1.87,-29.00,19.34,0.12,1.24,2.38,-15.82
0.49,1.24,-0.32,-27.93,30.53,-6.36,-28.71,18.46,-0.37,1.13,2.78,-15.23
0.03,1.02,-0.39,-18.81,64.22,-7.69,-29.00,18.46,-0.03,1.21,2.52,-15.23
-0.04,1.12,-0.32,-11.01,31.56,-0.66,-29.00,19.63,0.03,1.29,2.38,-14.36
0.05,1.01,-0.31,-2.65,-4.99,-1.94,-28.71,18.75,-0.05,1.27,2.49,-14.94
0.02,0.96,-0.36,1.73,-13.89,0.63,-28.12,18.46,-0.02,1.22,2.48,-14.36
0.00,0.98,-0.43,3.00,1.17,-5.04,-28.42,18.75,-0.00,1.16,2.49,-14.65
0.04,0.99,-0.39,5.01,-15.74,-3.35,-28.12,18.46,-0.04,1.20,2.51,-14.65
0.09,1.01,-0.21,12.03,-21.51,-5.96,-28.42,19.04,-0.08,1.35,2.47,-14.94
0.03,1.06,0.14,36.52,-17.64,-8.93,-28.71,19.63,-0.03,1.44,2.37,-15.53
-0.22,1.28,-0.15,87.19,-25.38,16.41,-29.59,19.92,0.17,1.36,2.28,-17.29
0.01,1.21,-0.99,9.45,-41.05,17.52,-29.59,20.21,-0.00,0.88,2.58,-16.70
-0.10,1.00,-0.84,2.77,-10.00,1.08,-29.88,20.21,0.08,0.87,2.54,-16.99
0.01,0.83,-0.67,-2.37,7.35,6.48,-30.18,21.39,-0.01,0.90,2.56,-16.70
0.00,0.67,-0.64,-9.77,5.49,8.94,-30.47,20.21,-0.00,0.81,2.59,-16.70
0.02,0.49,-0.56,-1.72,0.25,0.05,-29.88,20.21,-0.03,0.72,2.61,-16.11
-0.00,0.30,-0.51,9.44,3.37,-6.91,-30.18,20.51,0.00,0.53,2.60,-15.82
0.00,0.48,-0.70,9.86,3.90,-22.67,-29.88,20.51,-0.00,0.60,2.60,-16.70
-0.04,0.69,-0.79,-5.34,5.65,-15.43,-30.18,21.09,0.03,0.72,2.57,-16.99
-0.19,0.99,-0.78,-9.26,-23.50,5.65,-29.30,20.80,0.15,0.89,2.46,-16.11
-0.12,1.44,-0.52,-9.58,-82.47,3.17,-28.71,18.75,0.08,1.22,2.43,-15.82
0.61,1.44,-0.01,-30.61,90.33,-10.10,-29.00,18.75,-0.40,1.17,2.79,-15.53
0.07,1.03,-0.37,-7.07,35.12,3.04,-29.59,18.75,-0.06,1.22,2.55,-15.82
0.12,1.01,-0.44,-3.23,25.89,2.53,-28.12,18.46,-0.11,1.15,2.60,-15.53
0.08,0.96,-0.50,-3.67,2.17,4.07,-29.30,18.16,-0.07,1.09,2.60,-15.23
0.03,0.98,-0.35,0.93,-4.60,-0.31,-28.42,19.34,-0.03,1.22,2.48,-15.23
0.09,0.95,-0.43,-0.33,1.21,-2.90,-28.42,18.46,-0.08,1.14,2.57,-14.94
0.06,0.97,-0.45,-1.17,1.92,-4.50,-28.42,18.46,-0.06,1.13,2.55,-14.36
0.04,0.99,-0.33,5.28,-15.43,-3.27,-28.71,18.75,-0.04,1.24,2.50,-14.94
0.09,1.07,-0.13,24.42,-15.07,-8.77,-28.71,19.34,-0.09,1.42,2.43,-15.23
-0.10,1.20,-0.09,97.47,-22.37,-6.42,-29.30,19.92,0.08,1.46,2.27,-16.41
-0.17,1.77,-0.63,-9.94,-51.55,13.11,-29.59,19.04,0.09,1.22,2.43,-16.11
-0.00,0.98,-0.93,1.48,8.13,10.90,-29.88,19.34,0.00,0.81,2.59,-15.53
0.13,0.75,-0.70,-15.57,21.97,8.41,-29.59,19.63,-0.13,0.81,2.65,-14.36
-0.05,0.54,-0.63,-17.61,22.88,6.25,-30.18,19.04,0.06,0.71,2.58,-14.36
-0.03,0.44,-0.44,-2.02,-1.60,1.54,-29.30,19.63,0.05,0.78,2.55,-14.65
0.00,0.37,-0.49,14.75,2.49,-6.37,-30.18,19.92,-0.00,0.66,2.60,-15.23
-0.04,0.59,-0.65,20.52,-7.89,-11.02,-29.88,19.92,0.05,0.73,2.57,-15.53
0.05,0.75,-0.74,2.42,-11.12,-14.44,-29.00,19.34,-0.04,0.79,2.62,-16.41
-0.01,0.98,-0.71,1.92,0.00,-15.69,-29.30,19.63,0.01,0.94,2.56,-16.41
-0.22,1.32,-0.46,-5.95,-15.43,-1.20,-28.71,18.75,0.16,1.20,2.38,-15.82
0.10,1.40,-0.16,-49.66,12.21,22.80,-29.00,18.16,-0.07,1.44,2.43,-14.94
0.15,1.08,-0.39,-11.21,28.46,3.49,-29.59,17.87,-0.13,1.20,2.60,-14.36
0.02,1.07,-0.45,-7.81,29.77,-0.53,-29.30,18.75,-0.02,1.17,2.51,-14.65
0.10,1.00,-0.48,-10.13,3.38,3.18,-28.71,17.87,-0.09,1.11,2.60,-14.94
0.11,1.00,-0.27,-4.76,29.42,-10.03,-29.00,18.16,-0.10,1.28,2.54,-14.65
-0.01,1.00,-0.30,4.17,2.55,-7.46,-28.71,18.16,0.01,1.28,2.45,-14.65
-0.06,0.97,-0.37,9.70,-31.62,5.05,-27.83,18.75,0.06,1.21,2.42,-14.06
0.14,0.98,-0.40,8.61,-23.03,-1.36,-28.71,18.16,-0.13,1.16,2.59,-14.06
0.06,1.05,-0.17,19.16,-23.40,-4.95,-28.71,18.46,-0.05,1.40,2.45,-15.53
-0.01,1.17,0.27,85.85,-20.88,-4.94,-29.00,19.04,0.01,1.34,2.43,-16.11
-0.47,1.81,-0.58,10.46,-57.44,19.28,-30.18,19.34,0.24,1.18,2.32,-15.23
0.31,0.88,-0.96,-3.17,21.60,6.07,-30.18,19.34,-0.24,0.72,2.74,-15.23
-0.02,0.84,-0.81,-13.63,1.01,1.56,-29.30,19.63,0.01,0.80,2.57,-15.23
-0.06,0.63,-0.66,-13.04,18.33,3.59,-29.88,19.63,0.07,0.76,2.56,-14.94
-0.11,0.54,-0.48,3.88,-13.08,10.17,-30.18,19.92,0.15,0.83,2.50,-15.23
0.05,0.45,-0.49,16.91,-3.48,2.64,-29.88,19.34,-0.07,0.74,2.64,-14.65
0.00,0.52,-0.56,21.27,3.93,-10.48,-30.47,19.04,-0.00,0.75,2.62,-15.23
-0.03,0.63,-0.66,12.67,0.43,-12.42,-29.88,19.04,0.03,0.76,2.60,-15.82
-0.07,0.71,-0.77,0.68,-7.36,-5.46,-29.88,19.92,0.07,0.74,2.56,-15.53
-0.06,0.95,-0.87,-9.12,-21.97,-1.21,-29.59,19.34,0.05,0.83,2.58,-16.70
-0.25,1.79,-0.12,-32.05,-5.28,17.24,-29.30,17.58,0.14,1.42,2.29,-15.23
-0.19,0.91,-0.30,-25.28,32.23,-1.12,-28.71,18.16,0.20,1.19,2.36,-14.94
-0.07,1.01,-0.39,-17.59,37.93,1.11,-28.71,18.16,0.07,1.20,2.46,-15.23
0.05,1.03,-0.47,-14.98,30.33,-2.36,-28.71,19.04,-0.05,1.14,2.54,-14.94
0.10,0.98,-0.40,-11.34,23.16,-7.17,-28.42,18.75,-0.09,1.18,2.55,-14.65
-0.03,0.99,-0.29,-2.56,6.04,-7.24,-28.12,19.63,0.03,1.29,2.40,-15.23
-0.04,0.99,-0.34,3.50,-2.79,-2.98,-28.42,19.34,0.03,1.24,2.43,-15.23
-0.00,0.96,-0.48,3.35,-20.64,1.07,-27.83,19.34,0.00,1.11,2.50,-15.23
0.08,0.99,-0.35,6.12,-21.27,-2.63,-28.42,18.75,-0.08,1.23,2.53,-14.94
0.07,1.07,-0.03,29.08,-31.93,-11.91,-29.00,19.92,-0.06,1.50,2.34,-15.23
0.03,1.14,0.41,78.94,22.53,2.34,-28.12,19.04,-0.02,1.22,2.51,-16.70
-0.44,1.95,-0.58,5.45,-54.45,20.43,-29.59,20.21,0.21,1.21,2.30,-15.82
0.13,0.85,-1.03,-14.59,0.72,13.78,-29.88,19.63,-0.10,0.69,2.66,-15.53
-0.10,0.83,-0.75,-23.61,-3.11,11.89,-29.88,19.63,0.09,0.83,2.52,-14.06
0.08,0.58,-0.62,-22.80,14.94,1.77,-29.59,19.92,-0.09,0.75,2.62,-14.36
-0.03,0.45,-0.46,-5.15,-7.16,-0.37,-29.88,20.51,0.04,0.77,2.54,-14.06
0.05,0.36,-0.46,13.97,3.78,-3.43,-29.30,20.21,-0.08,0.66,2.61,-13.77
-0.04,0.54,-0.57,30.72,-3.34,-12.86,-29.88,19.63,0.05,0.75,2.56,-14.36
0.04,0.73,-0.69,18.61,6.61,-13.52,-29.59,19.92,-0.04,0.81,2.59,-14.65
-0.01,0.85,-0.70,10.37,18.61,-14.37,-29.59,20.51,0.01,0.88,2.55,-16.11
-0.06,1.00,-0.82,10.65,21.45,-2.17,-29.00,20.21,0.04,0.88,2.54,-16.41
-0.14,1.68,-0.27,-42.05,-31.40,12.84,-28.71,19.34,0.08,1.39,2.31,-15.53
-0.25,1.15,-0.28,-23.70,41.69,-3.56,-29.30,19.34,0.21,1.25,2.29,-15.23
0.08,1.00,-0.42,-17.27,50.35,0.11,-27.54,19.63,-0.07,1.17,2.53,-15.53
-0.10,1.04,-0.47,-6.42,-2.71,9.28,-29.30,19.04,0.09,1.14,2.46,-15.82
0.05,0.96,-0.46,-3.95,-22.94,5.52,-28.42,19.63,-0.05,1.12,2.54,-15.82
0.10,0.99,-0.34,-4.10,-7.28,0.50,-28.42,18.46,-0.10,1.22,2.55,-14.65
0.05,1.00,-0.36,-1.07,-10.61,-0.42,-28.71,19.04,-0.05,1.22,2.51,-14.94
0.02,1.01,-0.27,3.68,-20.58,-2.94,-28.42,18.46,-0.02,1.31,2.46,-15.23
0.04,1.03,-0.19,19.19,-22.93,-8.80,-28.42,19.04,-0.04,1.39,2.41,-14.65
0.01,1.05,-0.01,50.52,-20.58,-9.59,-29.30,19.63,-0.01,1.56,2.25,-15.53
-0.35,1.61,-0.43,54.34,-42.94,3.48,-29.30,19.63,0.21,1.24,2.33,-16.99
-0.06,1.14,-0.99,-2.52,-22.66,14.59,-29.59,19.92,0.04,0.85,2.56,-16.41
-0.13,0.85,-0.85,-3.75,-4.70,18.44,-29.88,19.63,0.11,0.78,2.54,-15.82
0.04,0.77,-0.72,-16.61,16.33,6.83,-30.18,19.92,-0.04,0.82,2.60,-14.94
-0.08,0.53,-0.62,-14.97,5.38,2.66,-29.88,19.04,0.10,0.70,2.56,-14.65
0.04,0.39,-0.52,-0.57,11.59,1.55,-30.18,19.04,-0.06,0.64,2.65,-14.65
-0.02,0.30,-0.53,15.08,12.86,-11.90,-29.59,19.63,0.04,0.51,2.59,-15.82
-0.14,0.46,-0.65,15.88,-2.54,-11.47,-30.18,20.51,0.18,0.61,2.51,-15.53
